Node,1,2,3,AVG
70,6991.1988433937295,2775.0691508186223,8324.03290918954,6030.1003011339635
338,6991.1988433937295,1648.4417799753687,7542.298504934423,5393.979709434508
339,6991.1988433937295,905.889233258474,726.7472665386455,2874.6117810636165
72,13974.381403323494,29647.954629752454,38012.697919158425,27211.677984078124
73,6983.827911873982,6536.780824327539,3048.389374320764,5522.999370174094
74,6983.827911873982,12505.95217612426,1453.389025381996,6981.056371126746
77,6991.199897890371,10331.362235088187,6067.561076166476,7796.707736381678
78,6991.199897890371,1816.0771348847543,3628.634601491807,4145.303878088977
79,13624.720862174268,59088.965571254026,64320.781852613836,45678.156095347375
80,6991.199897890371,66997.2642238358,58464.48191314054,44150.98201162223
476,13618.946438568812,12929.97785426326,34200.13025272358,20249.68484851855
109,60571.475997079855,672.0880199420542,2007.944707417473,21083.836241479796
350,6985.546741398616,2738.441743875505,2197.2065687515505,3973.731684675224
82,6989.332384339373,25680.785319494807,24207.72823253331,18959.281978789164
83,27057.856556646988,21974.697487577974,44581.34996832695,31204.634670850635
257,13991.22382367162,21272.507264026815,55925.81415969711,30396.515082465183
367,6989.332384339373,14623.446757473528,11618.617912694614,11077.132351502505
544,13991.22382367162,19673.67647788559,74143.22261836601,35936.04097330774
84,6983.827911873982,28831.716182014778,11258.689987100062,15691.411360329608
85,6983.827911873982,3315.5403450547346,6409.872702873608,5569.746986600774
86,13616.39033871132,9278.203569211882,3050.6842324712948,8648.426046798168
87,6985.546741398616,32867.35767108643,36221.01201905329,25357.972143846113
88,13616.39033871132,7961.523465033794,6881.946362777083,9486.6200555074
195,6985.546741398616,4664.594991345823,3768.5487245785043,5139.563485774314
89,13974.381403323494,1811.9176143594732,2187.804412298887,5991.367809993951
90,6983.827911873982,23265.01632111551,73289.43658801563,34512.76027366837
91,6983.827911873982,13940.897014614693,34663.322453752924,18529.349126747198
93,20307.32759059446,60336.70783438019,107470.83172614775,62704.95571704081
95,13618.946438568812,1341.1987675628895,0.0,4986.715068710567
464,6985.546741398616,16596.42884698504,25028.670322494727,16203.54863695946
243,20484.305870826545,5319.255930412189,11409.923033622525,12404.494944953753
102,14012.914819574511,3978.677396137633,5550.373075622533,7847.321763778226
421,13642.54185540513,89230.54734185078,115339.43777437053,72737.50899054215
443,7001.119020542804,19975.571492965544,5281.255110301011,10752.648541269786
453,7001.119020542804,55968.46740965489,140994.79479887892,67988.12707635887
519,7001.119020542804,0.0,0.0,2333.7063401809346
533,13522.613952437907,905.1626476300867,726.7592381100568,5051.51194605935
583,7001.119020542804,1822.9611396592368,4118.92399396551,4314.334718055849
97,6983.827911873982,7012.67907245622,5085.719224657318,6360.742069662506
98,6983.827911873982,16217.037339251588,8093.4282126546,10431.43115459339
99,6983.827911873982,2234.4084290856727,1453.1177574671603,3557.118032808938
100,6983.827911873982,1810.388174492301,2997.3841654337066,3930.533417266663
101,20491.72267295017,595552.3800043588,380470.66248410806,332171.58838713897
134,6987.431654144188,435195.4428189784,11445.54845680653,151209.47430997636
140,87511.9475694091,32290.473088102266,10897.020000531575,43566.48021934764
103,40337.56509886502,114204.30298260745,107964.70706470418,87502.19171539221
104,6993.017850099247,11959.208693740504,17070.28248780514,12007.503010548297
388,6993.017850099247,11120.184574932058,10668.469809828832,9593.890744953378
337,13513.410305756312,5963.514720820785,17969.96594427759,12482.296990284894
390,6993.017850099247,17366.71867718841,2931.940452090273,9097.225659792644
391,6993.017850099247,1339.1753613290427,2190.368762361901,3507.5206579300634
211,13627.716687131006,7589.850383044029,5068.291839797883,8761.952969990973
107,6994.773059757991,7954.8419957913675,14113.738844907008,9687.784633485455
108,33811.27220725392,35129.315593391206,61463.85349098426,43468.147097209796
110,13432.34376749542,2505.4843579902335,0.0,5312.609375161885
557,20279.02700974654,21947.698526611595,57447.75213986861,33224.82589207558
499,27100.057512214986,52744.98484509365,63537.67288831597,47794.2384152082
651,6991.197788897089,1485.7535461079694,7494.268955099582,5323.7400967015465
405,14026.417649060973,17904.934905215217,72477.90349540483,34803.08534989367
454,6998.091033438518,672.0880199420542,1463.4867169780812,3044.555256786218
302,14025.488637520359,24080.18921162303,0.0,12701.892616381128
238,14014.608341179764,50854.949445506085,154505.5952834479,73125.05102337792
465,20155.624013099296,33862.41601121959,50524.974693679564,34847.67157266615
111,6983.827911873982,23296.748215443007,14507.050516938803,14929.208881418597
112,6983.827911873982,30641.211505308027,15516.985107877543,17714.008175019848
113,6983.827911873982,905.2717964858556,1453.108417010345,3114.0693751233944
114,6983.827911873982,2234.1244556262923,1453.108417010345,3557.02026150354
115,20272.665231512114,1990.5117092967305,1459.2095770910116,7907.462172633285
116,6987.432181392508,13099.034305241603,36425.97268873517,18837.479725123096
418,13618.946438568812,14757.955010942542,12990.642942314265,13789.181463941874
419,6987.432181392508,8631.483167031254,18873.782750224444,11497.566032882736
117,6983.827911873982,4527.771477093841,6815.742323093305,6109.113904020375
118,6983.827911873982,8726.087725911722,23938.629277014745,13216.181638266817
121,6991.1988433937295,38810.15033757655,0.0,15267.116393656761
122,13999.593363510281,0.0,0.0,4666.531121170094
123,6983.827911873982,7299.613999606695,5146.198879870561,6476.546930450412
124,6983.827911873982,6641.661688658622,10484.21719601813,8036.568932183578
125,20464.714377735647,283434.62037658645,213677.20042646944,172525.5117269305
126,40351.1870864719,127943.43079521513,197571.36009779514,121955.32599316072
127,6987.431654144188,27708.55449919944,68017.71972856975,34237.90196063779
163,13999.824298274634,36268.1139938246,0.0,16755.979430699746
455,6993.016268354286,27929.088872480108,13699.832057598062,16207.312399477485
458,14023.202488802932,13923.05028689602,8627.237424545798,12191.163400081583
128,6983.827911873982,1991.8924253736275,726.6846460112635,3234.134994419624
129,6983.827911873982,1996.756074658679,6106.198665117714,5028.9275505501255
130,6985.546741398616,1811.3650906485932,3784.8093416703946,4193.907057905868
131,13504.277310349655,2831.482669128473,2978.114408356368,6437.958129278165
255,6985.546741398616,2015.340192725547,4567.440758669112,4522.775897597759
132,6983.827911873982,5466.393672562733,4374.427980367142,5608.2165216012845
133,6983.827911873982,15468.74396948717,4861.435978272586,9104.66928654458
581,6987.431654144188,6405.26416472992,5189.949711149577,6194.215176674562
582,6987.431654144188,17354.423499249122,26106.154834010908,16816.00332913474
345,6987.431654144188,2747.2683101568127,1453.1323601531674,3729.2774414847227
474,6987.431654144188,30309.79659745935,25686.53329868863,20994.58718343072
139,6985.544632405334,0.0,0.0,2328.5148774684444
216,7003.837512882991,0.0,0.0,2334.6125042943304
256,20491.698946775752,9312.007935912585,726.7366105245321,10176.814497737623
320,7003.837512882991,19459.983992157886,13481.376730043212,13315.066078361362
467,7003.837512882991,8280.788613760338,39534.98439045814,18273.20350570049
393,27101.052957043976,25658.29574011818,33217.609178981504,28658.98595871455
508,14023.153981957452,2856.5543646815577,2185.99328456681,6355.2338770686065
554,14017.075863319422,43154.06446530106,35330.08083372832,30833.740387449605
478,47066.726272235086,23737.092494948465,2198.8750242946658,24334.231263826074
637,7003.837512882991,41457.609222279214,98257.54628274542,48906.33100596921
141,6987.432181392508,5441.503665788196,8769.116595568432,7066.017480916377
142,20272.665231512114,61032.55822969205,55934.90992285509,45746.71112801975
226,13618.946438568812,4895.195083969507,8983.836069286448,9165.992530608255
498,6987.432181392508,26145.223276739354,11574.780386189665,14902.478614773843
143,6983.827911873982,5031.982328260099,5539.209782615115,5851.673340916398
144,6983.827911873982,14630.154666500892,18581.809410632177,13398.597329669015
145,6983.827911873982,14853.020698315764,41540.82999465102,21125.892868280254
146,6983.827911873982,0.0,726.6954335811066,2570.1744484850296
147,6983.827911873982,1810.5056281523134,2921.1520929127682,3905.1618776463547
148,6983.827911873982,4034.6384721020254,2931.150591488589,4649.872325154865
149,74002.35875947934,8614.29624753542,11694.158265188295,31436.937757401014
150,80749.6050774888,8567.909678691633,17143.881735505707,35487.13216389538
151,47059.83197319702,2715.7869158430185,11415.267485145414,20396.962124728485
152,60523.60606757049,6568.592970181758,13172.601487308817,26754.933508353686
153,74003.58250283108,6568.592970181758,13593.649678742846,31388.60838391856
154,21043.120548211013,4538.475522334435,1453.7990845917645,9011.798385045737
155,48390.05892298198,0.0,11685.994574375916,20025.351165785967
156,61079.4581366424,3626.3944643122863,8663.163452572382,24456.338684509024
157,41240.82055902636,9611.634595404965,9890.251364008198,20247.56883947984
158,74249.8449031072,4426.164061521021,8887.285477410252,29187.76481401282
159,48046.60620355761,2716.8142540250738,14059.151669498044,21607.524042360244
160,100793.43926544687,11708.887233326024,15631.091877672643,42711.13945881518
384,61238.959716796875,4532.487165274721,7298.548759878446,24356.66521398335
385,28025.09570948697,5593.2648111010385,11396.78568111168,15005.048733899896
213,41358.47391273921,10063.685852377745,21218.533148167833,24213.564304428262
251,48194.615879319776,4563.799243273433,12039.20158084674,21599.205567813315
214,34795.85044835988,9589.123576074528,6691.605086680044,17025.526370371485
250,7001.11532980456,4541.5627061975265,5862.682168370661,5801.786734790916
281,28038.487816826142,8614.496833980764,12886.084553165496,16513.023067990798
532,7006.232802002749,27498.789846907206,15506.694358247985,16670.572335719316
161,6985.546741398616,10621.820899153377,15294.840299880616,10967.40264681087
162,13504.277310349655,10906.274342321667,9883.765140306423,11431.438930992581
479,6985.546741398616,2656.634506990891,2434.92027381311,4025.7005074008725
164,6983.827911873982,1343.905116831396,726.7917981531808,3018.1749422861863
165,6983.827911873982,3645.0798501451823,2270.0272038653297,4299.644988628164
166,13504.277310349655,0.0,5885.90280712518,6463.3933724916105
167,6985.546741398616,7128.898197894802,17633.769488336344,10582.738142543254
168,6985.546741398616,30335.92452852354,32535.108971934653,23285.526747285603
332,14017.489226002646,3315.78885361028,13537.718365553643,10290.332148388856
340,7005.0802371742675,77841.1369450166,87022.1649451831,57289.46070912465
472,7005.0802371742675,38801.145811204326,44501.36987306418,30102.531973814257
383,14017.489226002646,1991.8532741536235,0.0,5336.44750005209
235,40448.559306290714,0.0,13493.986017854664,17980.848441381793
172,6983.827911873982,2819.103680460649,0.0,3267.6438641115437
173,6983.827911873982,1810.1514028284669,726.7308878502861,3173.570067517578
174,13974.381403323494,905.9980431426411,727.3791287088471,5202.586191724994
176,13974.381403323494,1803.0667268657387,5002.848784233099,6926.765638140777
177,13616.39033871132,0.0,0.0,4538.79677957044
178,6985.546741398616,3993.6448566994495,0.0,3659.7305326993555
179,13974.381403323494,2696.9916184682493,2182.1474501398707,6284.5068239772045
180,20203.92259549318,2720.7141223034014,2181.961364560077,8368.866027452219
181,20177.60394108179,28064.25549354265,38719.17178995713,28987.01040819385
641,6987.432181392508,4714.259796921747,13361.185705078724,8354.292561130993
588,13618.948547562093,24565.574851170662,23572.32142474809,20585.614941160282
408,13988.199527305578,6636.183907574069,38430.172925415514,19684.852120098385
182,7010.786118498067,21905.23572354406,52428.71673864163,27114.912860227923
200,7010.786118498067,1504.085808274725,11007.234891394308,6507.368939389034
201,7010.786118498067,905.6213609501776,4029.9446974504303,3982.117392299558
202,47043.37497137113,8933.39576626305,35019.38540356185,30332.052047065343
205,20726.600727491346,3978.725953819586,32754.722581912476,19153.3497544078
349,7010.786118498067,31085.761066505005,0.0,12698.849061667692
351,7010.786118498067,907.6045143063147,0.0,2639.463544268127
399,7010.786118498067,7313.178965166201,19545.34179611363,11289.768959925967
459,7010.786118498067,11184.094111243383,11916.986307867908,10037.288845869787
531,7010.786118498067,10631.621246103661,19145.04224549342,12262.483203365051
598,7010.786118498067,908.3438961126686,8808.419724956699,5575.849913189144
607,7010.786118498067,7953.638477119294,10115.2779331552,8359.900842924188
569,20316.922455529824,829.0502183980568,3748.551595871134,8298.174756599672
636,7010.786118498067,0.0,0.0,2336.928706166022
663,7010.786118498067,6626.872357673534,21100.955938220763,11579.538138130787
184,6983.827911873982,5447.810910382272,1453.1453841704172,4628.261402142223
185,6983.827911873982,12592.842800634771,5396.114905093454,8324.261872534069
186,6983.827911873982,1328.0378561526893,0.0,2770.621922675557
187,6983.827911873982,6753.847052036179,0.0,4579.224987970054
188,13504.277310349655,3446.149704788775,1455.0625458207082,6135.163186986379
189,6985.546741398616,9490.316235418102,21094.07827044499,12523.313749087238
190,6985.546741398616,6394.355338270408,7651.956125725747,7010.619401798257
191,6983.827911873982,0.0,1464.9296202224643,2816.2525106988155
192,6983.827911873982,3322.9547132716316,11480.31995174844,7262.367525631351
193,6983.827911873982,0.0,3573.427568372987,3519.085160082323
194,6983.827911873982,12956.957705705589,9976.247239683003,9972.34428575419
196,6983.827911873982,2818.0077005292364,726.8148861837598,3509.550166195659
197,6983.827911873982,1810.2125872025858,726.8148861837598,3173.6184617534423
198,13988.167892406353,5870.40714527662,5301.711697394689,8386.762245025888
199,20450.696953888437,5692.854837185943,4464.693102585229,10202.748297886536
286,13988.167892406353,6764.284411369083,5310.896194892407,8687.782832889281
287,6987.432181392508,2716.210715088128,4531.62155389512,4745.0881501252525
206,13430.541632736156,52702.633478940195,36603.1716789815,34245.44893021928
234,6994.774114254632,2656.867719452907,0.0,3217.2139445691796
203,26961.583122327975,10643.858798870648,14205.67765200847,17270.37319106903
288,14005.198013156556,3192.4186137750225,5741.66582853531,7646.42748515563
495,6994.774114254632,0.0,2187.014485919338,3060.59620005799
621,6994.774114254632,1329.780932871875,7744.1689305234395,5356.241325883316
204,6989.331857091052,10152.832290526563,10628.181130690811,9256.781759436142
258,6989.331857091052,1905.6564821404795,726.6701748809861,3207.219504704173
638,6989.331857091052,3386.770142592014,15881.430196788177,8752.510732157081
374,33589.93863481652,81931.19354531988,87764.03894997854,67761.7237100383
207,6983.827911873982,0.0,2248.7704290451793,3077.532780306387
208,6983.827911873982,3166.2167869016475,9170.94699443839,6440.330564404673
209,6983.827911873982,7316.520335359168,0.0,4766.782749077716
210,6983.827911873982,5318.092579874925,10902.96921374433,7734.963235164413
212,6985.546741398616,5308.095629395617,8704.87306514791,6999.505145314048
215,13974.381403323494,5306.7641489438765,3965.8081218382326,7748.984558035201
217,13974.381403323494,905.3185745668994,726.8729680384639,5202.190981976286
218,13974.381403323494,1816.6362685418687,6107.861003319394,7299.626225061585
220,6983.827911873982,2730.6997172340502,1461.2222482011334,3725.249959103055
221,6983.827911873982,1811.4305121677342,6073.538639639,4956.265687893572
222,6985.546741398616,672.0880199420542,2185.061277999083,3280.8986797799175
223,13621.77354406301,20892.01100547176,95875.1485816068,43462.977710380525
398,26953.05224450326,9965.681196474303,18221.491027631593,18380.07482286972
224,6983.827911873982,1905.824273083354,2185.1721794792998,3691.6081214788787
225,6983.827911873982,905.1624781442858,726.7994941633738,2871.9299613938806
291,6985.546741398616,5958.31468459243,11466.505613452075,8136.789013147707
228,6983.827911873982,5834.759112033908,7304.393123174554,6707.660049027482
229,6983.827911873982,3981.812290253673,2918.277073993845,4627.972425373834
230,6983.827911873982,905.1571393415579,3437.709415288077,3775.5648221678725
231,6983.827911873982,905.1571393415579,726.7791030252557,2871.9213847469323
232,6983.827911873982,1810.069880158242,1453.296410148221,3415.7314007268155
233,6983.827911873982,1810.069880158242,1453.296410148221,3415.7314007268155
236,6993.016795602606,2741.6994304542854,726.8576417959429,3487.191289284278
237,6993.016795602606,28005.83712769415,22232.887814294067,19077.247245863608
584,6993.016795602606,3988.403423564229,9172.099554187118,6717.8399244513175
240,6985.546741398616,28754.784712649976,26352.389337913373,20697.573597320657
241,13624.720862174268,2732.1185676161463,2272.4119803571743,6209.750470049196
242,13993.905408629378,0.0,3376.415627441002,5790.107012023461
400,6987.431654144188,1813.0685924332727,2997.7191063217624,3932.73978429974
244,6985.546741398616,50612.85957146892,78537.70824307622,45378.70485198125
245,13504.277310349655,5302.374466700996,11931.550908491292,10246.067561847314
293,6985.546741398616,0.0,4524.680147368258,3836.7422962556248
246,6983.827911873982,2015.3962501541891,5809.414727154062,4936.212963060744
247,6983.827911873982,3615.4717823885526,1456.022376425287,4018.4406902292735
248,6998.0931424318,4527.865711199132,1455.99488127776,4327.317911636231
254,6998.0931424318,10408.673437389865,1466.1228306916978,6290.963136837788
404,6998.0931424318,15921.287497968617,8207.633057246261,10375.671232548893
412,6998.0931424318,3607.1117257741766,0.0,3535.068289401992
475,6998.0931424318,35671.043143497816,30133.425990142594,24267.520758690735
552,13518.93481365788,32915.91959018456,25165.826642817745,23866.89368222006
252,6989.331857091052,0.0,726.8022568336995,2572.044704641584
289,6989.331857091052,0.0,0.0,2329.7772856970173
403,6987.431654144188,1613.5455010024748,5522.141742231613,4707.706299126091
259,13974.386675806698,67764.6827103435,124913.79771733044,68884.28903449354
260,13974.386675806698,11019.874827393702,18696.054379721423,14563.438627640608
261,13974.386675806698,7304.976784575348,16111.263450523602,12463.542303635215
262,13616.388229718037,5778.650922394348,4459.031601753535,7951.356917955306
263,6985.546741398616,6605.480198857628,15335.425110966402,9642.150683740882
510,13442.976257125407,0.0,6835.714061544824,6759.563439556744
264,13974.381403323494,4832.42055169525,9161.174245494896,9322.658733504548
265,6983.827911873982,6075.388018467466,8218.733729726298,7092.649886689248
266,6983.827911873982,7349.529728910827,11699.34682317138,8677.568154652063
268,6983.827911873982,905.1740031787459,726.7877199255572,2871.929878326095
269,6983.827911873982,3850.867221519532,2293.89233414011,4376.195822511208
270,6983.827911873982,6635.852562833342,7443.926984424282,7021.202486377202
271,6983.827911873982,2014.981221799276,2180.7402642761267,3726.516465983128
272,6983.827911873982,48310.08082453557,43651.0826989034,32981.66381177099
273,6983.827911873982,30116.964127504227,53968.73521209312,30356.509083823777
274,6983.827911873982,8667.29695738723,23274.395056826907,12975.17330869604
275,6983.827911873982,3716.121094728979,3665.1837432325624,4788.377583278508
276,6983.827911873982,3096.196779011074,2180.4468292208207,4086.8238400352925
277,6983.827911873982,1343.9407088495816,2197.571833235324,3508.446817986296
278,6983.827911873982,3808.055447187979,2248.270780383421,4346.718046481794
279,6983.827911873982,905.1794267243741,1453.2679941105853,3114.091777569647
280,13974.381403323494,18148.030804594986,17199.56513192211,16440.6591132802
282,6983.827911873982,6375.6741472110825,4578.2112262673645,5979.237761784144
283,6983.827911873982,2014.1895536233494,1456.107887649653,3484.708451048995
284,6983.827911873982,905.1571393415579,726.8148861837598,2871.933312466433
285,6983.827911873982,905.1571393415579,726.8148861837598,2871.933312466433
290,13974.381403323494,672.0880199420542,0.0,4882.156474421849
292,13974.381403323494,6641.349834784996,9185.19158574905,9933.640941285847
294,6985.546741398616,22493.263319993104,30846.190987495793,20108.333682962504
295,13616.388229718037,3176.803886939632,729.5793982896555,5840.923838315774
301,13506.618292892406,114755.23691667516,223269.2673102146,117177.04083992739
296,13974.381403323494,5801.624044760894,4596.575616812259,8124.193688298884
297,13974.381403323494,905.4375535991196,11877.842689802017,8919.22054890821
298,6989.332384339373,0.0,0.0,2329.7774614464574
299,26953.048026516695,2817.274250725913,7362.06057732985,12377.460951524154
417,6989.332384339373,0.0,2004.8003939196612,2998.044259419678
540,6989.332384339373,905.7344079793669,727.4466167982316,2874.171136372324
300,13463.440873434956,3159.981065315544,5734.455850986072,7452.625929912191
303,13974.381403323494,9311.234995917657,22408.992129312777,15231.536176184643
304,13974.381403323494,0.0,731.275151646703,4901.885518323399
305,6987.432181392508,5029.304028891639,4435.055175331348,5483.9304618718315
306,20436.65105863192,36053.539715846346,40102.92402621997,32197.70493356608
