layer_id,node_id,degree,k_shell,k_shell_itr,nip,sombor_index,ego_density,ego_degree,ego_k_shell,ego_degree_mean,kss,vote_power,clustering,SIR,layer_density,layer_degree_histogram,layer_edge_weight,layer_sombor_index,layer_nodes_weight,layer_k_shell_weight
6,3,1,1,1,5.0,2.23606797749979,2.5,-0.5,0.0,5.0,2.0,1,0,1.011,0.19444444444444445,1.5555556,7,3.3314517,9,1.0213765
1,9,5,3,2,18.984848484848484,31.53922007642177,8.703703703703704,12.854101966249685,111.2167444878185,37.166666666666664,13.856406460551018,1.6666666666666665,0.5,1.083,0.42424242424242425,4.6666667,28,6.9686691,12,5.1269021
2,9,5,4,1,22.35919751144665,35.55070936563928,7.841269841269842,11.590169943749475,38.03286114730244,34.88235294117647,9.411764705882353,1.4444444444444444,0.7,1.076,0.6785714285714286,4.75,19,7.1763951,8,4.44913
3,9,3,2,3,12.400000000000002,13.485281374238568,14.285714285714286,7.196152422706631,90.33613855362493,20.5,12.727922061357857,4.0,0.3333333333333333,1.039,0.3611111111111111,2.8888889,13,4.5355098,9,2.4673348
4,9,4,3,2,27.92229992229992,27.663383907790088,9.787878787878789,8.0,113.18977411347345,33.333333333333336,13.856406460551018,2.8333333333333335,0.5,1.074,0.2878787878787879,3.1666667,19,7.3569977,12,2.4495813
5,9,4,3,2,24.1,23.52481104991274,6.450000000000001,10.0,78.70669414127678,34.0,15.588457268119896,1.5,0.3333333333333333,1.069,0.3333333333333333,3.6666667,22,6.1164406,12,5.0629794
6,9,1,1,1,9.0,4.123105625617661,2.25,-1.5,1.414213562373095,8.0,2.0,1,0,1.016,0.19444444444444445,1.5555556,7,3.3314517,9,1.0213765
1,12,5,4,2,21.585872576177284,37.57288465145091,10.0,8.090169943749475,102.69556244029962,37.76315789473684,16.842105263157894,1.6666666666666665,0.9,1.067,0.42424242424242425,4.6666667,28,6.9686691,12,5.1269021
2,12,5,4,1,22.69414735591206,34.97853702305173,7.238095238095238,12.090169943749475,49.04290025799368,34.75,10.0,1.3333333333333333,0.6,1.088,0.6785714285714286,4.75,19,7.1763951,8,4.44913
3,12,4,3,1,14.555555555555554,20.65685424949238,17.142857142857142,11.5,39.85102778411884,21.833333333333332,6.928203230275509,5.0,0.5,1.05,0.3611111111111111,2.8888889,13,4.5355098,9,2.4673348
4,12,1,1,1,14.575757575757576,8.06225774829855,3.875,-12.5,-30.935505600487133,21.0,2.0,1,0,1.014,0.2878787878787879,3.1666667,19,7.3569977,12,2.4495813
5,12,3,3,1,20.357142857142858,14.242640687119284,4.666666666666667,-2.267949192431123,17.79824956217206,31.0,10.392304845413264,1,0,1.037,0.3333333333333333,3.6666667,22,6.1164406,12,5.0629794
6,12,2,1,2,8.0,5.06449510224598,6.0,3.414213562373095,17.0,9.0,4.0,2.0,0,1.029,0.19444444444444445,1.5555556,7,3.3314517,9,1.0213765
1,14,3,3,1,10.696969696969695,15.8309518948453,4.800000000000001,-1.1339745962155614,-6.615781847200367,20.0,5.196152422706632,1,1.0,1.041,0.42424242424242425,4.6666667,28,6.9686691,12,5.1269021
2,14,4,4,1,18.507454221357964,27.271630460597095,5.428571428571429,-1.0,14.470509066989553,32.36363636363636,8.727272727272727,1,0.8333333333333334,1.065,0.6785714285714286,4.75,19,7.1763951,8,4.44913
3,14,2,2,1,5.6000000000000005,7.211102550927978,3.6666666666666665,-0.5,-7.212489168102787,9.5,2.8284271247461903,1,1.0,1.023,0.3611111111111111,2.8888889,13,4.5355098,9,2.4673348
4,14,1,1,1,12.307692307692308,7.0710678118654755,4.428571428571429,-13.5,-33.754217768271374,20.5,2.0,1,0,1.011,0.2878787878787879,3.1666667,19,7.3569977,12,2.4495813
5,14,4,3,3,22.369230769230768,23.373686985909988,7.0,9.5,176.47418631313852,33.5,23.382685902179844,1.5,0.3333333333333333,1.057,0.3333333333333333,3.6666667,22,6.1164406,12,5.0629794
6,14,4,1,2,14.0,16.841452831852564,8.799999999999999,16.0,37.0,14.0,4.0,4.0,0,1.055,0.19444444444444445,1.5555556,7,3.3314517,9,1.0213765
4,2,7,3,2,36.81118881118881,55.890900579770914,13.242424242424242,42.5,272.7873440441043,38.80769230769231,16.78756936566758,3.8333333333333335,0.23809523809523808,1.099,0.2878787878787879,3.1666667,19,7.3569977,12,2.4495813
1,8,3,3,1,10.696969696969695,15.8309518948453,4.800000000000001,-1.1339745962155614,-6.615781847200367,20.0,5.196152422706632,1,1.0,1.053,0.42424242424242425,4.6666667,28,6.9686691,12,5.1269021
2,8,7,4,2,30.121571328255822,58.149589670631514,23.82539682539683,25.0,249.93221351020122,39.90909090909091,20.363636363636363,4.388888888888889,0.5714285714285714,1.104,0.6785714285714286,4.75,19,7.1763951,8,4.44913
4,8,3,3,1,18.108391608391607,21.15977685118144,3.454545454545455,-1.2679491924311233,-16.13668618500271,30.0,5.196152422706632,1,1.0,1.051,0.2878787878787879,3.1666667,19,7.3569977,12,2.4495813
5,8,6,3,3,34.48717948717949,43.33656953489546,15.0,26.5,350.30410439840676,40.5,25.98076211353316,3.75,0.2,1.091,0.3333333333333333,3.6666667,22,6.1164406,12,5.0629794
6,8,1,1,1,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1,0,1.012,0.19444444444444445,1.5555556,7,3.3314517,9,1.0213765
1,11,4,3,2,13.289256198347108,22.05997848692523,8.0,6.5,63.26885970870044,21.863636363636363,11.337059831359923,1.6666666666666665,0.8333333333333334,1.06,0.42424242424242425,4.6666667,28,6.9686691,12,5.1269021
2,11,5,4,1,23.468823179895846,36.218652940071905,7.841269841269842,12.20820393249937,37.39649751093881,35.38235294117647,9.411764705882353,1.4444444444444444,0.7,1.096,0.6785714285714286,4.75,19,7.1763951,8,4.44913
3,11,3,2,2,9.060000000000002,12.090832649702559,5.625,6.9641016151377535,24.993144554772957,13.600000000000001,6.788225099390858,1.5,0.6666666666666666,1.048,0.3611111111111111,2.8888889,13,4.5355098,9,2.4673348
4,11,3,3,1,27.662587412587413,21.15977685118144,3.454545454545455,-1.2679491924311233,25.962415081519055,31.5,7.794228634059948,1,0.3333333333333333,1.045,0.2878787878787879,3.1666667,19,7.3569977,12,2.4495813
5,11,4,3,3,24.742857142857144,24.181665299405118,7.777777777777777,10.0,177.25857931544164,33.0,23.382685902179844,1.75,0.3333333333333333,1.065,0.3333333333333333,3.6666667,22,6.1164406,12,5.0629794
1,4,5,4,2,20.401662049861493,36.904941077018286,7.708333333333334,6.354101966249685,102.2027130389962,34.76315789473684,16.842105263157894,1.25,0.9,1.066,0.42424242424242425,4.6666667,28,6.9686691,12,5.1269021
4,4,4,3,1,22.333333333333332,20.12899020449196,7.285714285714285,7.0,85.38482333855984,29.0,10.392304845413264,1.5,0,1.066,0.2878787878787879,3.1666667,19,7.3569977,12,2.4495813
5,4,3,3,1,19.038461538461537,15.904544476809887,4.375,-1.2679491924311228,-14.804064265816791,27.0,7.794228634059948,1,0.3333333333333333,1.042,0.3333333333333333,3.6666667,22,6.1164406,12,5.0629794
6,4,2,1,3,14.0,7.3005630797457695,14.0,3.414213562373095,36.0,12.0,6.0,7.0,0,1.038,0.19444444444444445,1.5555556,7,3.3314517,9,1.0213765
1,6,6,4,2,24.94980506822612,47.61241432712507,11.5,16.398979485566358,148.33884518904293,40.166666666666664,17.77777777777778,1.9166666666666665,0.8,1.095,0.42424242424242425,4.6666667,28,6.9686691,12,5.1269021
2,6,4,3,2,18.564278074866312,25.868506223164246,7.238095238095238,0.0,64.77381395413369,31.8,12.470765814495918,1.3333333333333333,0.6666666666666666,1.064,0.6785714285714286,4.75,19,7.1763951,8,4.44913
3,6,3,3,1,9.833333333333332,14.242640687119284,3.5999999999999996,4.598076211353315,12.236054101964623,16.0,5.196152422706632,1,1.0,1.049,0.3611111111111111,2.8888889,13,4.5355098,9,2.4673348
4,6,1,1,1,14.575757575757576,8.06225774829855,3.875,-12.5,-30.935505600487133,21.0,2.0,1,0,1.013,0.2878787878787879,3.1666667,19,7.3569977,12,2.4495813
5,6,5,3,3,31.96111580726965,33.518517857483126,13.999999999999998,16.73606797749979,249.3407037916034,38.19230769230769,23.982241950953686,3.5,0.3,1.065,0.3333333333333333,3.6666667,22,6.1164406,12,5.0629794
1,10,4,3,2,13.289256198347108,22.05997848692523,8.0,6.5,63.26885970870044,21.863636363636363,11.337059831359923,1.6666666666666665,0.8333333333333334,1.073,0.42424242424242425,4.6666667,28,6.9686691,12,5.1269021
2,10,5,4,2,22.381907308377897,36.218652940071905,19.603174603174605,12.20820393249937,138.16458590188637,35.05555555555556,17.77777777777778,3.611111111111111,0.8,1.056,0.6785714285714286,4.75,19,7.1763951,8,4.44913
3,10,3,2,2,9.060000000000002,12.090832649702559,5.625,6.9641016151377535,24.993144554772957,13.600000000000001,6.788225099390858,1.5,0.6666666666666666,1.029,0.3611111111111111,2.8888889,13,4.5355098,9,2.4673348
4,10,3,3,1,27.662587412587413,21.15977685118144,3.454545454545455,-1.2679491924311233,25.962415081519055,31.5,7.794228634059948,1,0.3333333333333333,1.049,0.2878787878787879,3.1666667,19,7.3569977,12,2.4495813
5,10,4,3,3,20.800000000000004,24.181665299405118,6.666666666666666,10.0,87.95584545369465,31.8,18.70614872174388,1.5,0.6666666666666666,1.052,0.3333333333333333,3.6666667,22,6.1164406,12,5.0629794
6,10,1,1,1,9.0,4.123105625617661,2.25,-1.5,1.414213562373095,8.0,2.0,1,0,1.011,0.19444444444444445,1.5555556,7,3.3314517,9,1.0213765
