layer,node,SIR
34,118,1.11
39,118,1.047
40,118,1.028
41,118,1.049
43,118,1.072
6,150,1.009
10,150,1.016
13,150,1.017
16,150,1.02
17,150,1.008
19,150,1.016
22,150,1.036
25,150,1.01
28,150,1.03
31,150,1.016
32,150,1.012
39,150,1.012
3,186,1.009
4,186,1.016
16,186,1.019
22,186,1.011
24,186,1.021
36,186,1.022
6,195,1.015
1,115,1.012
2,115,1.017
3,115,1.01
6,115,1.123
10,115,1.025
12,115,1.011
13,115,1.044
15,115,1.04
16,115,1.01
21,115,1.02
25,115,1.046
30,115,1.046
31,115,1.033
34,115,1.089
36,115,1.014
39,115,1.014
41,115,1.016
43,115,1.012
6,61,1.011
21,61,1.014
3,148,1.027
4,148,1.05
6,148,1.034
8,148,1.027
9,148,1.014
10,148,1.051
11,148,1.021
12,148,1.015
13,148,1.058
17,148,1.008
19,148,1.012
21,148,1.063
22,148,1.036
23,148,1.052
24,148,1.038
25,148,1.041
28,148,1.013
31,148,1.206
32,148,1.079
33,148,1.072
34,148,1.174
36,148,1.047
37,148,1.029
39,148,1.057
40,148,1.023
43,148,1.012
21,205,1.013
4,194,1.029
10,194,1.012
13,194,1.012
16,194,1.018
28,194,1.049
31,194,1.069
33,194,1.02
34,194,1.052
37,194,1.014
41,194,1.035
43,194,1.02
13,117,1.022
21,117,1.019
3,184,1.055
4,184,1.049
6,184,1.159
10,184,1.019
13,184,1.037
16,184,1.016
18,184,1.01
19,184,1.029
21,184,1.017
23,184,1.028
25,184,1.036
27,184,1.021
28,184,1.017
30,184,1.117
31,184,1.017
33,184,1.017
34,184,1.021
36,184,1.027
37,184,1.031
39,111,1.008
13,31,1.013
10,40,1.02
12,40,1.01
10,191,1.028
13,191,1.03
16,191,1.026
19,191,1.011
22,191,1.019
25,191,1.011
30,191,1.017
31,191,1.013
34,191,1.015
36,191,1.013
39,191,1.008
40,82,1.014
22,84,1.012
25,84,1.012
32,84,1.012
39,84,1.018
3,193,1.03
6,193,1.03
10,193,1.04
12,193,1.044
13,193,1.013
19,193,1.021
22,193,1.028
24,193,1.018
25,193,1.013
30,193,1.018
34,193,1.078
39,193,1.063
13,21,1.011
10,89,1.011
31,89,1.021
39,89,1.01
10,5,1.033
12,5,1.034
34,51,1.024
36,95,1.018
39,95,1.038
3,128,1.018
4,128,1.025
5,128,1.011
6,128,1.026
7,128,1.027
10,128,1.014
13,128,1.014
17,128,1.063
19,128,1.03
21,128,1.019
22,128,1.027
23,128,1.058
24,128,1.019
25,128,1.03
28,128,1.027
31,128,1.077
32,128,1.066
33,128,1.025
34,128,1.1
39,128,1.015
3,162,1.009
4,162,1.027
5,162,1.015
10,162,1.032
11,162,1.021
12,162,1.014
13,162,1.024
16,162,1.02
18,162,1.013
19,162,1.021
21,162,1.025
22,162,1.018
25,162,1.034
27,162,1.02
28,162,1.014
29,162,1.022
31,162,1.06
33,162,1.027
34,162,1.057
35,162,1.01
36,162,1.028
37,162,1.03
38,162,1.011
39,162,1.036
6,49,1.023
19,49,1.021
25,49,1.015
32,49,1.014
34,49,1.023
11,166,1.006
13,166,1.052
17,166,1.014
19,166,1.016
21,166,1.013
23,166,1.035
25,166,1.044
27,166,1.018
28,166,1.011
30,166,1.029
31,166,1.028
32,166,1.017
33,166,1.013
34,166,1.036
36,166,1.017
37,166,1.029
40,166,1.011
6,139,1.038
10,139,1.026
13,139,1.037
17,139,1.023
19,139,1.033
21,139,1.017
23,139,1.023
26,139,1.012
34,139,1.038
35,139,1.015
39,139,1.01
1,179,1.016
2,179,1.015
3,179,1.025
4,179,1.025
5,179,1.03
8,179,1.017
9,179,1.021
10,179,1.017
12,179,1.015
13,179,1.016
16,179,1.012
17,179,1.019
19,179,1.018
21,179,1.014
22,179,1.014
23,179,1.032
24,179,1.017
25,179,1.021
27,179,1.037
28,179,1.015
29,179,1.038
30,179,1.041
31,179,1.044
32,179,1.015
33,179,1.016
34,179,1.034
36,179,1.012
37,179,1.016
38,179,1.017
41,179,1.032
42,179,1.013
43,179,1.027
39,92,1.029
39,87,1.02
3,164,1.015
4,164,1.037
6,164,1.022
10,164,1.014
11,164,1.014
13,164,1.04
16,164,1.027
17,164,1.018
18,164,1.015
19,164,1.064
21,164,1.045
22,164,1.054
23,164,1.011
24,164,1.024
25,164,1.021
28,164,1.027
30,164,1.042
31,164,1.042
32,164,1.068
34,164,1.096
36,164,1.032
39,164,1.044
4,145,1.028
6,145,1.034
10,145,1.016
13,145,1.104
16,145,1.018
17,145,1.024
21,145,1.058
22,145,1.042
23,145,1.022
25,145,1.06
27,145,1.016
30,145,1.013
31,145,1.04
33,145,1.02
34,145,1.125
36,145,1.019
39,145,1.074
16,173,1.014
17,173,1.015
19,173,1.02
21,173,1.03
23,173,1.055
30,173,1.031
31,173,1.035
34,173,1.077
3,183,1.021
4,183,1.076
5,183,1.011
6,183,1.01
10,183,1.01
12,183,1.014
27,183,1.02
29,183,1.018
31,183,1.075
32,183,1.026
33,183,1.033
34,183,1.033
36,183,1.014
41,183,1.012
43,183,1.012
10,103,1.015
41,108,1.019
43,108,1.014
3,137,1.047
4,137,1.015
6,137,1.092
9,137,1.018
10,137,1.139
12,137,1.042
13,137,1.091
15,137,1.019
16,137,1.048
17,137,1.008
18,137,1.017
19,137,1.052
21,137,1.05
22,137,1.062
24,137,1.016
25,137,1.058
27,137,1.056
30,137,1.078
31,137,1.178
32,137,1.013
33,137,1.062
34,137,1.207
36,137,1.054
37,137,1.015
38,137,1.027
39,137,1.142
43,137,1.023
10,189,1.035
11,189,1.022
12,189,1.013
13,189,1.017
19,189,1.025
26,189,1.012
34,189,1.017
37,189,1.01
39,189,1.029
4,175,1.016
6,175,1.031
10,175,1.062
11,175,1.012
12,175,1.028
13,175,1.094
17,175,1.028
19,175,1.067
22,175,1.01
23,175,1.03
24,175,1.01
25,175,1.043
27,175,1.026
28,175,1.015
29,175,1.018
30,175,1.067
31,175,1.091
32,175,1.055
33,175,1.067
34,175,1.147
39,175,1.009
13,131,1.007
19,131,1.015
25,131,1.014
30,131,1.015
31,131,1.015
33,131,1.015
39,131,1.017
36,106,1.021
40,106,1.015
25,81,1.018
4,160,1.016
6,160,1.011
7,160,1.018
9,160,1.018
10,160,1.021
12,160,1.019
19,160,1.013
21,160,1.075
25,160,1.01
31,160,1.018
32,160,1.011
34,160,1.021
36,160,1.013
38,160,1.018
39,160,1.032
43,160,1.014
10,18,1.018
12,18,1.021
13,18,1.013
1,50,1.013
2,50,1.009
4,140,1.008
10,140,1.053
11,140,1.014
13,140,1.029
15,140,1.01
16,140,1.014
21,140,1.019
22,140,1.021
24,140,1.011
25,140,1.015
27,140,1.009
31,140,1.017
33,140,1.015
34,140,1.027
36,140,1.013
39,140,1.011
10,154,1.023
13,154,1.011
21,154,1.01
31,154,1.038
34,154,1.025
39,154,1.018
13,41,1.026
6,129,1.019
10,129,1.035
12,129,1.026
13,129,1.052
14,129,1.018
31,129,1.04
33,129,1.017
34,129,1.07
35,129,1.009
36,129,1.009
40,129,1.007
39,46,1.033
6,114,1.066
10,114,1.018
13,114,1.058
19,114,1.029
22,114,1.018
25,114,1.094
27,114,1.018
28,114,1.03
30,114,1.031
31,114,1.046
33,114,1.026
34,114,1.135
36,114,1.016
39,114,1.052
4,158,1.018
13,158,1.013
21,158,1.02
34,158,1.017
39,158,1.01
6,138,1.015
16,138,1.01
17,138,1.017
20,138,1.017
21,138,1.011
22,138,1.014
23,138,1.018
24,138,1.016
28,138,1.013
30,138,1.044
31,138,1.038
32,138,1.068
33,138,1.039
34,138,1.033
39,138,1.022
4,141,1.059
10,141,1.016
11,141,1.02
13,141,1.024
15,141,1.011
16,141,1.01
17,141,1.019
22,141,1.023
23,141,1.056
24,141,1.014
27,141,1.012
31,141,1.027
32,141,1.013
34,141,1.009
36,141,1.015
37,141,1.016
23,15,1.008
32,15,1.027
25,94,1.018
1,42,1.024
2,42,1.015
17,102,1.014
31,102,1.011
31,105,1.025
34,105,1.014
36,76,1.012
39,76,1.008
36,112,1.016
39,112,1.011
6,70,1.019
3,155,1.012
4,155,1.04
6,155,1.007
7,155,1.018
10,155,1.014
13,155,1.014
15,155,1.014
16,155,1.015
19,155,1.011
21,155,1.019
22,155,1.039
23,155,1.013
24,155,1.017
25,155,1.022
27,155,1.033
28,155,1.016
29,155,1.022
30,155,1.017
31,155,1.087
33,155,1.016
34,155,1.085
36,155,1.012
39,155,1.028
13,39,1.015
6,32,1.019
11,180,1.017
16,180,1.011
17,180,1.023
19,180,1.013
21,180,1.043
22,180,1.016
24,180,1.017
28,180,1.014
30,180,1.055
36,180,1.021
38,180,1.013
10,17,1.035
12,17,1.016
13,17,1.018
6,167,1.036
10,167,1.015
13,167,1.026
15,167,1.011
21,167,1.028
31,167,1.009
34,167,1.02
39,167,1.017
13,178,1.013
15,178,1.016
21,178,1.021
31,178,1.018
34,178,1.026
10,23,1.009
12,23,1.022
13,23,1.031
16,23,1.015
18,23,1.017
19,23,1.01
21,23,1.016
23,23,1.017
25,23,1.013
10,159,1.01
13,159,1.014
15,159,1.029
17,159,1.016
21,159,1.016
28,159,1.02
30,159,1.015
34,159,1.015
36,159,1.013
38,159,1.012
10,27,1.03
12,27,1.019
13,27,1.08
23,171,1.01
31,171,1.017
33,171,1.017
39,86,1.017
40,86,1.017
13,59,1.017
36,96,1.021
38,96,1.013
6,36,1.02
21,116,1.018
25,116,1.018
36,116,1.013
6,181,1.013
13,181,1.009
17,181,1.017
19,181,1.009
21,181,1.009
22,181,1.047
24,181,1.01
28,181,1.013
31,181,1.019
33,181,1.008
34,181,1.046
35,181,1.021
39,181,1.016
13,10,1.016
21,62,1.015
13,68,1.017
3,157,1.02
6,157,1.007
17,157,1.046
21,157,1.013
25,157,1.011
31,157,1.027
32,157,1.023
2,45,1.018
9,45,1.009
43,45,1.011
39,77,1.023
6,72,1.012
13,192,1.014
15,192,1.017
25,192,1.017
34,192,1.021
4,169,1.014
13,169,1.037
16,169,1.012
19,169,1.027
21,169,1.014
22,169,1.02
25,169,1.036
27,169,1.015
28,169,1.019
31,169,1.013
32,169,1.027
34,169,1.083
36,169,1.038
37,169,1.042
38,169,1.013
39,169,1.022
3,38,1.01
4,38,1.015
10,38,1.015
13,38,1.017
16,38,1.018
17,38,1.02
19,38,1.013
21,38,1.026
22,38,1.014
25,38,1.019
27,38,1.016
28,38,1.02
6,99,1.018
21,63,1.024
3,149,1.016
6,149,1.016
10,149,1.036
12,149,1.016
13,149,1.021
21,149,1.039
30,149,1.021
31,149,1.054
32,149,1.041
33,149,1.018
34,149,1.036
36,149,1.035
37,149,1.068
38,149,1.013
39,149,1.016
1,110,1.017
2,110,1.012
23,100,1.019
25,100,1.013
37,100,1.017
6,124,1.032
10,124,1.018
13,124,1.023
15,124,1.035
30,124,1.038
31,124,1.032
34,124,1.044
36,124,1.013
39,124,1.019
40,124,1.015
3,8,1.012
6,8,1.013
6,125,1.017
10,125,1.016
13,125,1.017
21,125,1.017
22,125,1.017
23,125,1.045
24,125,1.013
25,125,1.031
34,125,1.023
39,125,1.029
40,125,1.016
25,85,1.021
13,26,1.011
6,204,1.016
10,204,1.015
13,204,1.008
16,204,1.016
19,204,1.014
22,204,1.021
25,204,1.016
31,204,1.033
34,204,1.041
39,204,1.009
3,188,1.008
4,188,1.04
6,188,1.225
7,188,1.01
9,188,1.031
10,188,1.018
13,188,1.019
16,188,1.134
17,188,1.033
18,188,1.104
19,188,1.074
21,188,1.069
22,188,1.035
23,188,1.047
24,188,1.019
25,188,1.042
28,188,1.049
30,188,1.108
31,188,1.111
32,188,1.027
33,188,1.053
34,188,1.153
39,188,1.013
43,188,1.014
2,177,1.017
4,177,1.078
6,177,1.035
9,177,1.011
10,177,1.08
11,177,1.031
12,177,1.035
13,177,1.033
16,177,1.024
17,177,1.038
19,177,1.03
21,177,1.056
22,177,1.069
23,177,1.049
24,177,1.043
25,177,1.016
27,177,1.042
28,177,1.009
30,177,1.045
31,177,1.087
32,177,1.028
33,177,1.022
34,177,1.049
36,177,1.041
37,177,1.043
39,177,1.044
43,177,1.012
17,55,1.011
6,91,1.015
32,91,1.018
21,206,1.012
21,201,1.033
4,121,1.06
6,121,1.015
8,121,1.021
9,121,1.015
10,121,1.012
12,121,1.016
15,121,1.013
21,121,1.009
25,121,1.034
34,121,1.026
39,121,1.013
10,24,1.042
12,24,1.042
13,24,1.039
31,24,1.007
34,24,1.014
6,30,1.02
4,127,1.078
6,127,1.054
10,127,1.037
12,127,1.023
13,127,1.059
15,127,1.015
16,127,1.017
18,127,1.012
19,127,1.018
21,127,1.053
22,127,1.023
24,127,1.024
25,127,1.056
30,127,1.06
31,127,1.038
33,127,1.017
34,127,1.16
39,127,1.068
36,47,1.013
39,47,1.015
3,37,1.01
6,37,1.023
10,203,1.025
13,203,1.016
19,203,1.014
25,203,1.007
34,203,1.016
6,199,1.017
10,199,1.029
13,199,1.026
16,199,1.015
19,199,1.016
21,199,1.03
30,199,1.022
31,199,1.026
34,199,1.044
39,199,1.019
4,152,1.095
6,152,1.027
10,152,1.065
13,152,1.016
15,152,1.021
16,152,1.043
17,152,1.028
18,152,1.023
19,152,1.026
21,152,1.012
22,152,1.021
23,152,1.089
24,152,1.018
25,152,1.026
27,152,1.035
28,152,1.058
29,152,1.015
30,152,1.074
31,152,1.035
32,152,1.055
34,152,1.103
39,152,1.029
39,83,1.022
10,174,1.013
12,174,1.018
16,174,1.017
17,174,1.018
18,174,1.013
21,174,1.011
31,174,1.017
33,174,1.02
2,147,1.01
6,147,1.012
9,147,1.025
13,147,1.045
15,147,1.028
16,147,1.017
17,147,1.012
19,147,1.021
25,147,1.021
28,147,1.014
30,147,1.047
34,147,1.012
39,147,1.008
43,147,1.026
39,80,1.013
10,35,1.016
12,35,1.014
13,165,1.006
21,165,1.018
34,165,1.017
1,142,1.04
2,142,1.056
6,142,1.014
10,142,1.016
13,142,1.043
16,142,1.036
17,142,1.057
18,142,1.016
19,142,1.048
21,142,1.041
22,142,1.05
23,142,1.015
24,142,1.025
25,142,1.057
28,142,1.019
30,142,1.026
31,142,1.047
32,142,1.063
33,142,1.013
34,142,1.078
39,142,1.03
6,176,1.034
13,176,1.016
25,176,1.016
27,176,1.017
30,176,1.023
31,176,1.014
34,176,1.049
39,176,1.035
6,185,1.028
10,185,1.06
12,185,1.059
13,185,1.034
15,185,1.009
21,185,1.024
25,185,1.016
27,185,1.037
30,185,1.041
31,185,1.043
33,185,1.012
34,185,1.114
36,185,1.02
39,185,1.06
43,185,1.026
4,133,1.013
6,133,1.022
10,133,1.033
12,133,1.016
17,133,1.032
21,133,1.017
23,133,1.028
25,133,1.019
33,133,1.027
34,133,1.006
37,133,1.02
39,133,1.018
6,69,1.016
4,54,1.022
6,54,1.02
4,126,1.03
10,126,1.025
13,126,1.015
16,126,1.018
22,126,1.016
27,126,1.013
28,126,1.017
31,126,1.034
33,126,1.011
34,126,1.028
39,126,1.045
15,113,1.019
31,101,1.02
34,101,1.021
34,75,1.045
4,74,1.017
13,153,1.018
16,153,1.016
20,153,1.016
21,153,1.015
22,153,1.029
24,153,1.02
25,153,1.017
31,153,1.013
33,153,1.01
35,153,1.018
36,153,1.015
39,153,1.016
3,144,1.032
4,144,1.051
6,144,1.029
10,144,1.014
13,144,1.052
17,144,1.025
27,144,1.017
30,144,1.018
39,144,1.011
31,73,1.026
34,73,1.01
35,73,1.01
3,122,1.019
4,122,1.022
6,122,1.02
10,122,1.017
13,122,1.097
16,122,1.024
17,122,1.016
18,122,1.014
19,122,1.057
21,122,1.041
22,122,1.038
24,122,1.015
25,122,1.037
27,122,1.009
28,122,1.016
31,122,1.012
34,122,1.049
6,130,1.019
10,130,1.044
11,130,1.033
13,130,1.075
15,130,1.024
16,130,1.033
18,130,1.019
19,130,1.033
21,130,1.044
23,130,1.067
25,130,1.035
27,130,1.024
29,130,1.02
30,130,1.024
31,130,1.097
32,130,1.073
33,130,1.02
34,130,1.138
37,130,1.008
39,130,1.024
40,130,1.015
13,48,1.015
19,48,1.013
34,48,1.018
10,11,1.024
13,11,1.025
1,151,1.016
2,151,1.018
6,151,1.041
8,151,1.013
9,151,1.015
10,151,1.047
13,151,1.059
30,151,1.019
31,151,1.101
34,151,1.091
36,151,1.013
38,151,1.018
41,151,1.017
43,151,1.032
39,78,1.012
9,163,1.015
23,163,1.019
31,53,1.02
34,53,1.014
32,60,1.024
8,57,1.019
9,57,1.012
39,90,1.016
10,20,1.019
12,20,1.016
13,20,1.012
6,200,1.015
10,200,1.018
13,200,1.014
31,200,1.011
34,200,1.026
36,200,1.014
39,200,1.016
36,4,1.012
38,4,1.017
31,104,1.019
34,104,1.014
9,66,1.009
43,66,1.018
1,3,1.018
2,3,1.017
8,1,1.014
9,1,1.012
10,1,1.018
11,1,1.011
12,1,1.013
13,1,1.055
17,1,1.01
21,1,1.014
23,1,1.018
25,1,1.014
32,1,1.011
37,1,1.029
39,1,1.038
40,1,1.012
3,168,1.035
4,168,1.019
6,168,1.069
10,168,1.013
11,168,1.015
12,168,1.011
13,168,1.04
15,168,1.018
16,168,1.029
18,168,1.011
21,168,1.017
25,168,1.016
30,168,1.025
32,168,1.016
34,168,1.031
39,168,1.028
6,161,1.017
10,161,1.034
13,161,1.038
19,161,1.019
21,161,1.033
25,161,1.031
28,161,1.017
30,161,1.019
31,161,1.082
32,161,1.045
34,161,1.095
36,161,1.021
37,161,1.028
39,161,1.034
6,132,1.011
10,132,1.014
13,132,1.038
17,132,1.018
19,132,1.022
23,132,1.012
30,132,1.015
34,132,1.032
39,132,1.029
13,33,1.009
17,33,1.013
22,33,1.013
24,33,1.012
13,13,1.015
10,19,1.021
13,19,1.02
3,190,1.015
4,190,1.015
5,190,1.021
6,190,1.012
7,190,1.013
9,190,1.02
10,190,1.05
11,190,1.03
12,190,1.03
13,190,1.051
17,190,1.031
23,190,1.012
31,190,1.045
34,190,1.104
35,190,1.014
36,190,1.055
39,190,1.155
40,190,1.025
43,190,1.021
6,146,1.02
10,146,1.035
12,146,1.019
13,146,1.026
19,146,1.036
21,146,1.023
25,146,1.014
30,146,1.016
31,146,1.026
34,146,1.048
39,146,1.033
32,196,1.017
3,134,1.013
4,134,1.017
6,134,1.019
10,134,1.026
12,134,1.014
13,134,1.036
15,134,1.015
16,134,1.014
17,134,1.036
19,134,1.03
21,134,1.019
22,134,1.025
23,134,1.008
25,134,1.026
27,134,1.013
28,134,1.012
30,134,1.025
31,134,1.025
33,134,1.021
34,134,1.045
37,134,1.013
39,134,1.015
9,67,1.022
