layer_id,node_id,degree,k_shell,k_shell_itr,nip,sombor_index,ego_density,ego_degree,ego_k_shell,ego_degree_mean,kss,vote_power,clustering,SIR,layer_density,layer_degree_histogram,layer_edge_weight,layer_sombor_index,layer_nodes_weight,layer_k_shell_weight
2,5589,1.0,1.0,1.0,22.125,13.038404810405298,9.23076923076923,-58.0,-228.35808815233395,68.0,2.0,1.0,0.0,1.013,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,5589,3.0,3.0,1.0,40.54359891824423,40.27361641278239,15.130434782608695,-150.0,-872.3794412314526,195.6,6.235382907247959,1.0,0.6666666666666666,1.043,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,2244,13.0,12.0,1.0,9052.41315348916,5557.050470103833,25.147713189731483,-7146.819583547398,-97607.11866269993,29411.574468085106,68.98721514401997,1.6,0.2051282051282051,3.571,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,2244,144.0,25.0,2.0,11468.02352082346,22831.0079243208,3741.1421648142486,131644.5,298645.2490844668,36185.425912240185,475.5658198614319,124.8573995632728,0.0513791763791763,6.865,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,2817,4.0,4.0,1.0,9680.413728409016,6497.026470072099,15.129675810473817,-23008.0,-201200.08371919664,30554.0,12.0,1.0,0.3333333333333333,3.697,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,2817,2.0,2.0,1.0,696.2328006502019,377.025951772619,66.73099415204679,-11250.37867965644,-160594.0728302229,11602.5,5.656854249492381,1.0,0.0,1.183,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,873,9.0,8.0,1.0,6152.071862547607,5527.487285842981,20.89936401047512,-14442.0,-185348.5520167886,30697.28571428572,25.8599051405366,1.3333333333333333,0.75,3.026,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,873,5.0,5.0,1.0,991.5209937413022,878.7213038014506,60.52810902896081,-16698.61145617999,-245304.8160435103,18207.75,13.975424859373684,1.0,0.6,1.532,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,4822,4.0,4.0,1.0,5154.014957926358,3464.6027436554737,15.854097868507957,-21175.0,-191711.81980307217,28141.0,12.0,1.0,0.3333333333333333,2.741,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
1,631,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.014,0.0027978656022018,1.852187,614.0,7.1881633,663.0,0.8968973
2,631,119.0,28.0,9.0,21741.042290180547,23319.39701038345,520.9655793260763,196662.0,4589398.69584222,35887.5553808948,2264.1386353838416,34.28704673745322,0.1778948867682666,11.796,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,631,68.0,34.0,1.0,10066.616371903488,8999.048180223357,319.2705890745985,25666.361739379325,-48294.79309307033,32687.895983327016,342.2651657139509,8.950238288298204,0.1584723441615452,6.708,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,1201,13.0,7.0,1.0,6118.955292084016,3616.767165386085,92.97006500298866,-6216.8195835474025,-158243.46211059365,28203.28651685393,32.462476760477905,5.8875,0.141025641025641,3.056,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,1201,11.0,8.0,2.0,819.197416755422,499.4774441554018,142.697270471464,-7493.308689281978,-85384.04646392209,9830.00847457627,84.37341931446262,3.0,0.0727272727272727,1.355,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,1724,82.0,25.0,4.0,15749.844392551871,13813.773402823806,355.5091757779007,123427.52769256909,1520819.5106090494,33174.392523364484,862.1495327102803,23.500367430134887,0.1598915989159891,7.362,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,1724,79.0,20.0,4.0,7457.024321461085,8323.543441345324,1142.451186563915,42487.88819441732,365970.0974270429,30185.338596491227,644.61524572415,35.98804287006032,0.110029211295034,4.269,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
1,1,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.017,0.0027978656022018,1.852187,614.0,7.1881633,663.0,0.8968973
2,1,24.0,19.0,2.0,11480.48343406844,8567.045803182076,33.42131955544811,11158.84336665618,186019.0098157905,32238.79591836735,233.24557204007445,2.1391792645292176,0.4202898550724637,5.988,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,1,37.0,27.0,5.0,6918.791830271189,5250.849609249015,123.79994607928153,-1865.837899757608,596837.4539042282,32091.241358760428,1113.6735740776,3.320753461739366,0.2597597597597597,4.437,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
1,214,5.0,4.0,2.0,33.923398942420675,42.70899482988335,10.583333333333334,-23.0,21.04350560098188,84.25,20.0,1.25,0.6,1.084,0.0027978656022018,1.852187,614.0,7.1881633,663.0,0.8968973
2,214,10.0,5.0,2.0,111.5981994975841,140.08251972081987,299.6714285714286,-2594.0,-23287.50783169472,2914.5172413793102,34.69760654741054,2.566666666666667,0.2888888888888888,1.202,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,214,9.0,8.0,2.0,150.6038987759624,181.314870686852,98.4280303030303,-2327.0,-35683.775700812344,2684.122950819672,53.41554176569854,1.25,0.6944444444444444,1.212,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,4802,3.0,2.0,2.0,47.19827586206897,35.98147144192322,494.53333333333336,-3668.535898384862,-9426.12115551204,3729.0,8.485281374238571,2.0,0.3333333333333333,1.059,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,4802,3.0,3.0,1.0,154.56952380952382,82.72525580745007,21.37974683544304,-752.3038475772935,-4894.452480851343,889.5,10.392304845413264,1.0,0.0,1.064,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
3,6243,2.0,2.0,1.0,136.85742623357302,80.10151880413704,26.56338028169014,-906.2928932188134,-11077.148266891249,986.0,5.656854249492381,1.0,0.0,1.036,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,3656,1.0,1.0,1.0,6599.627099125559,3310.0001510573984,15.292447129909366,-25127.0,-202368.6242134074,26965.5,2.0,1.0,0.0,1.788,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,3656,7.0,5.0,1.0,528.7833503421447,309.5301101023429,204.08108108108112,-10528.531373033402,-139080.0280119844,11484.5,22.36067977499789,2.333333333333333,0.0,1.307,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,4057,1.0,1.0,1.0,1579.3352325008598,799.0006257819828,29.15894868585732,-11614.0,-92093.9540828112,12050.0,2.0,1.0,0.0,1.474,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,4057,1.0,1.0,1.0,265.0329914349159,136.0036764208968,38.85294117647059,-2635.0,-23249.69070114975,2711.5,2.0,1.0,0.0,1.058,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
3,5735,4.0,2.0,2.0,43.15490533562823,32.56219454020344,165.13636363636363,-559.0,-3553.9421455913234,622.8571428571429,9.697464427701224,3.0,0.1666666666666666,1.069,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,2570,4.0,4.0,1.0,7024.769170436644,5902.062421939534,15.668550437976831,-23279.5,-209977.27274693944,30679.3,9.6,1.0,0.6666666666666666,3.43,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,2570,13.0,10.0,1.0,2005.961786163945,1451.1748618961583,97.5589845224613,-17290.23338469443,-258064.2750132873,23190.78,49.33153149862672,1.9166666666666667,0.282051282051282,1.94,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,4773,6.0,2.0,2.0,61.3102998696219,51.78678394906543,196.42857142857144,-591.5,-4827.449112836134,711.5,11.31370849898476,4.0,0.0,1.093,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
1,651,1.0,1.0,1.0,9.333333333333334,5.0990195135927845,6.200000000000001,-13.5,-22.299442092654488,19.5,2.0,1.0,0.0,1.011,0.0027978656022018,1.852187,614.0,7.1881633,663.0,0.8968973
2,651,2.0,2.0,1.0,1585.4376160225966,1624.0050496248437,32.42508417508417,-18850.5086219714,-184356.7188986861,20073.5,2.8284271247461903,1.0,1.0,1.746,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,651,12.0,11.0,1.0,2800.341430705927,2187.0254619921066,94.66001994017948,-18673.3948822335,-284853.7391286945,24830.717391304348,52.3449912564787,2.0,0.3939393939393939,2.446,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,2966,1.0,1.0,1.0,26.40322580645161,15.033296378372908,346.0,-2593.0,-5415.335241030742,2604.0,2.0,1.0,0.0,1.093,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,2966,5.0,4.0,1.0,205.8088576196434,137.7740711010942,77.64150943396226,-1834.6458980337504,-16483.759095661255,2128.833333333333,13.333333333333334,2.0,0.2,1.135,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,1464,3.0,3.0,1.0,9932.778914311002,4990.023944801213,15.713347267841147,-23459.266753022257,-193950.27736353828,28811.5,10.392304845413264,1.0,0.0,3.096,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,1464,1.0,1.0,1.0,126.68275862068968,68.00735254367721,51.1764705882353,-1738.0,-9072.903544402225,1775.5,2.0,1.0,0.0,1.02,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,4035,2.0,2.0,1.0,999.4086667527266,1019.0428611944355,33.532193158953724,-16145.594408408972,-166487.47749738605,17176.0,2.8284271247461903,1.0,1.0,1.412,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,4035,2.0,2.0,1.0,133.12229038854807,73.18627051718045,93.40845070422536,-3276.5,-43840.53915485578,3355.5,5.656854249492381,1.0,0.0,1.083,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,4849,2.0,2.0,1.0,3372.0098112450223,3392.024990847192,15.840710629328516,-24348.9379874357,-205003.7883977776,28000.5,2.8284271247461903,1.0,1.0,1.776,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,4849,1.0,1.0,1.0,265.0329914349159,136.0036764208968,38.85294117647059,-2635.0,-23249.69070114975,2711.5,2.0,1.0,0.0,1.082,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,752,88.0,25.0,5.0,19985.875043902848,17009.72152384704,304.8353578500351,143883.69041575983,2112434.163048639,35133.49615210503,1083.0692621095518,20.91770037725952,0.1541274817136886,8.489,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,752,100.0,27.0,1.0,11030.6865364457,12973.737525752487,1386.077745666925,77870.0,-43192.40112723174,36174.11753766041,258.30975313176174,45.99815527655725,0.0862626262626262,5.823,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,5056,1.0,1.0,1.0,6599.627099125559,3310.0001510573984,15.292447129909366,-25127.0,-202368.6242134074,26965.5,2.0,1.0,0.0,2.123,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,5056,1.0,1.0,1.0,9.0,4.123105625617661,16.25,-30.5,-123.96788087425602,36.0,2.0,1.0,0.0,1.01,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,1445,23.0,15.0,2.0,9196.213933399524,6346.742813805633,52.91596592812676,10671.549978279756,96294.76368846184,31269.87386018237,178.6987452748589,3.3950238929192795,0.300395256916996,4.145,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,1445,23.0,15.0,1.0,2837.3363147099462,2073.277914084624,143.59587620492871,-13594.531263575162,-258937.2098886894,25237.90924092409,97.01631550400757,2.903049100590122,0.1976284584980237,2.159,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,2484,10.0,9.0,1.0,6804.513917831386,5444.230823121696,21.729292854801702,-12204.57472869071,-157780.46303476844,29401.176056338027,34.225352112676056,1.3805555555555555,0.5777777777777777,3.721,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,2484,9.0,9.0,1.0,398.7409367677285,341.6093796454012,61.67264573991032,-5980.5,-65139.64333049479,7048.726415094339,36.67924528301887,1.0,0.4722222222222222,1.286,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,5512,1.0,1.0,1.0,19.95327102803738,13.038404810405298,481.8461538461538,-3130.0,-7782.423827549729,3140.0,2.0,1.0,0.0,1.029,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,5512,3.0,3.0,1.0,73.5367132867133,42.281962710397394,44.6,-843.5,-6685.693039003294,917.0,10.392304845413264,1.0,0.0,1.091,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,1694,2.0,2.0,1.0,3314.2865225357523,3326.125119726149,15.782739891369946,-24171.437987435696,-203275.412276766,27816.0,2.8284271247461903,1.0,1.0,2.177,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,1694,9.0,8.0,2.0,1014.5863753781568,720.6692445886524,57.59013157894737,-12311.5,-140917.6375228204,14950.287234042553,69.32655420654491,1.125,0.3055555555555556,1.437,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,1023,101.0,28.0,4.0,20755.910820846755,19297.20299019256,539.4267946015121,162696.5498756211,1915601.4360843268,35397.64475261085,1024.78133301704,35.748196453741976,0.1566336633663366,9.82,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,1023,124.0,40.0,1.0,17738.853901149807,20757.074505127293,1876.400556754564,114437.0,199015.7168652839,40407.811647369024,442.33459931572287,64.47064013921657,0.1438499868869656,10.339,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,3362,1.0,1.0,1.0,1904.4232018638988,970.0005154637804,33.57422680412371,-16272.0,-164737.24837585614,16770.0,2.0,1.0,0.0,1.265,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,3362,7.0,7.0,1.0,1336.8807262922355,1344.4072979299922,54.80166435506241,-17854.44836778914,-271343.61543513474,20431.736842105263,20.469760143499727,1.0,0.8095238095238095,2.08,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,3883,1.0,1.0,1.0,7.857142857142857,4.123105625617661,852.0,-1702.0,-2011.9301400283125,1707.5,2.0,1.0,0.0,1.017,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,3883,1.0,1.0,1.0,9.0,4.123105625617661,26.75,-51.5,-273.22461756488053,57.0,2.0,1.0,0.0,1.019,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,718,1.0,1.0,1.0,86.9214953271028,52.009614495783374,232.4230769230769,-6041.0,-31551.03360247227,6070.5,2.0,1.0,0.0,1.129,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,718,8.0,8.0,1.0,530.4558475238632,541.580612906984,60.82882882882883,-9009.100505063388,-122877.22583282486,10399.78431372549,24.84579121345673,1.0,0.8214285714285714,1.512,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,1749,3.0,2.0,1.0,92.07673343605546,54.54664830262482,294.96,-3628.133974596216,-10479.330105238098,3717.5,5.656854249492381,2.0,0.0,1.076,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,1749,4.0,4.0,1.0,218.8243280860678,116.77483830210215,35.31818181818182,-1762.0,-13442.878865122586,2006.0,16.0,1.0,0.0,1.119,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,3923,4.0,4.0,1.0,5311.795213606957,3560.29537111474,15.7734375,-21070.0,-189486.2157563051,28030.0,12.0,1.0,0.3333333333333333,2.427,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,3923,8.0,7.0,1.0,232.3294900880029,165.45244768699297,110.47265625,-4223.514718625762,-46882.18057122877,4798.0,32.410453560541235,1.5,0.1428571428571428,1.193,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,2273,8.0,7.0,2.0,5965.859600691853,5349.119870068559,18.08805031446541,-16133.652236891468,-156407.9996041399,30358.64285714286,42.33202097703345,1.1428571428571428,0.75,2.71,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,2273,6.0,6.0,1.0,1542.2148600940282,1526.241396233744,50.12206572769953,-19509.45459231493,-281682.9524587649,22118.166666666668,16.32993161855452,1.0,0.8,1.886,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
1,50,28.0,3.0,1.0,140.3064182194617,787.4910958631431,222.85714285714283,1068.5,780.9536726367886,191.5,10.392304845413264,52.0,0.0,1.41,0.0027978656022018,1.852187,614.0,7.1881633,663.0,0.8968973
2,50,9.0,7.0,1.0,369.6738291543396,252.06344927386004,228.65076754385964,-8439.0,-73447.92762164486,9195.0,37.04051835490427,1.9166666666666663,0.0,1.325,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,50,3.0,3.0,1.0,64.12265512265512,40.22321944532725,164.67567567567568,-2999.267949192431,-34082.60288221383,3070.0,10.392304845413264,1.0,0.0,1.067,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,3068,10.0,10.0,1.0,7408.795558349517,6567.531326135901,15.67768132175861,-13175.331312200457,-167955.1149794139,31280.53846153846,36.48781915578899,1.0,0.7333333333333333,3.729,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,3068,14.0,14.0,1.0,3324.469928555655,2790.3652958539537,43.15677966101695,-18426.60011135871,-284148.11340855807,26861.963768115944,69.08509435869567,1.0,0.5164835164835165,2.826,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,907,4.0,4.0,1.0,4446.511772377411,3352.9822841086097,15.779788838612369,-20902.5,-190324.47620395743,27833.83333333333,10.666666666666666,1.0,0.5,2.238,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,907,5.0,5.0,1.0,123.95738169876104,102.81977014595714,44.10526315789474,-1508.7917960675009,-11137.247106478411,1729.6666666666667,14.907119849998598,1.0,0.5,1.079,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,3967,1.0,1.0,1.0,6599.627099125559,3310.0001510573984,15.292447129909366,-25127.0,-202368.6242134074,26965.5,2.0,1.0,0.0,2.04,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,3967,6.0,6.0,1.0,854.7335041077016,566.4132667222606,65.10450819672131,-14669.876275643042,-216667.75397814612,16174.0,24.49489742783178,1.0,0.2,1.477,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
1,38,1.0,1.0,1.0,26.35,13.038404810405298,3.5384615384615383,-18.5,-36.48222035667668,31.0,2.0,1.0,0.0,1.023,0.0027978656022018,1.852187,614.0,7.1881633,663.0,0.8968973
2,38,53.0,18.0,3.0,7343.416322313745,6747.894085781197,171.07166626305764,64746.7002747232,451925.064021611,30118.82458642328,360.186399098597,10.932813084893835,0.2721335268505079,3.639,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,38,29.0,17.0,3.0,1441.303375979259,1507.7400894030493,152.5496574596971,-261.6148351928655,9198.15195400863,4949.659420289855,309.32255465231617,5.095567615100839,0.3596059113300492,1.843,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,4928,1.0,1.0,1.0,10.09090909090909,5.0990195135927845,735.4,-1836.5,-2477.023982419485,1842.5,2.0,1.0,0.0,1.016,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
3,4928,8.0,4.0,1.0,220.7984592746789,160.14423999972206,297.6930555555556,-5179.085786437627,-65715.73896248969,5715.948275862069,15.448275862068964,3.166666666666667,0.0357142857142857,1.173,0.0026041693904304,14.8463697,42327.0,150.1668313,5702.0,13.3641578
2,1108,40.0,22.0,1.0,8280.809766530263,5865.536291022318,200.0336127289096,13104.94733192202,-44284.06633434275,27461.19672131148,175.92903702419684,7.989567861929307,0.173076923076923,5.136,0.0020804886648856,11.5238267,31921.0,600.0635124,5540.0,9.9902105
