layer,node,SIR
2,4383,1.041
3,4383,1.504
2,2227,2.667
3,2227,1.286
2,1203,1.648
3,1203,1.807
2,4695,1.012
3,4695,1.016
2,5421,1.363
3,5421,1.03
2,2448,1.023
3,2448,1.017
2,2009,3.002
3,2009,1.475
2,2757,3.712
3,2757,4.346
2,788,3.224
3,788,1.777
2,4426,2.956
3,4426,1.026
2,1533,3.113
3,1533,1.924
3,5851,1.302
2,907,2.238
3,907,1.079
3,6226,1.017
3,5813,1.332
3,6401,1.08
2,1405,2.709
3,1405,1.177
2,3069,2.553
3,3069,1.632
2,973,1.384
3,973,1.667
1,523,1.016
2,523,1.016
3,523,1.13
3,6200,1.054
2,2161,2.449
3,2161,2.409
2,3339,2.24
3,3339,1.25
2,5366,2.694
3,5366,1.375
2,3881,2.764
3,3881,1.161
1,370,1.024
2,370,12.084
3,370,16.081
2,1254,3.982
3,1254,1.065
2,1693,1.251
3,1693,1.226
2,4470,2.139
3,4470,1.053
1,640,1.017
2,640,4.338
3,640,2.857
2,2835,2.623
3,2835,1.932
2,4610,1.359
3,4610,1.106
3,6195,1.102
2,4075,2.469
3,4075,1.468
2,2042,2.101
3,2042,1.029
2,1302,1.029
3,1302,1.018
2,3210,1.147
3,3210,1.019
2,5090,1.036
3,5090,1.026
2,4651,1.035
3,4651,1.065
2,5448,2.165
3,5448,1.102
2,930,20.301
3,930,11.493
2,5154,2.408
3,5154,1.204
2,2004,4.052
3,2004,2.619
2,5345,1.015
3,5345,1.013
2,1141,2.497
3,1141,1.117
2,5134,1.021
3,5134,1.078
2,4293,1.918
3,6373,1.001
2,3165,2.713
3,3165,3.053
2,3566,2.048
3,3566,1.25
2,4337,3.115
3,4337,1.958
3,5968,1.16
2,1600,1.756
3,1600,1.402
2,5316,1.674
3,5316,1.258
3,6235,1.017
3,5797,1.386
3,5700,1.234
2,1170,5.047
3,1170,4.801
2,4093,2.17
3,4093,1.021
3,5892,1.025
2,1054,2.888
1,307,1.013
2,307,1.104
3,307,3.292
2,5285,2.731
3,5285,1.052
2,1955,3.743
3,1955,2.003
2,4950,1.03
3,4950,1.027
1,657,1.017
2,657,1.019
3,657,1.032
2,2048,1.075
3,2048,1.041
2,1937,5.128
3,1937,3.175
3,6191,1.02
1,650,1.017
2,650,41.885
3,650,1.373
1,303,1.001
2,303,4.233
3,303,3.041
3,5941,1.02
2,2073,1.529
3,2073,1.254
2,4982,2.478
3,4982,1.235
3,6337,1.065
2,3632,2.421
3,3632,2.024
1,431,1.017
2,431,1.007
2,3027,1.017
3,3027,1.232
2,4258,2.145
3,4258,1.047
2,3607,3.027
3,3607,1.991
2,4671,2.699
3,4671,1.058
2,5055,2.627
3,5055,1.021
2,5085,1.282
3,5085,1.022
2,3675,1.874
3,3675,1.167
2,3614,1.111
3,3614,1.408
2,2533,2.711
3,2533,1.132
2,2243,1.158
3,2243,1.035
2,1809,1.664
2,1356,2.51
3,1356,1.234
3,5650,1.024
2,5267,2.704
3,5267,1.43
2,5328,1.046
2,2914,3.427
3,2914,2.268
2,5341,2.27
3,5341,1.112
2,2094,2.454
3,2094,1.621
2,1643,1.132
3,1643,1.069
2,3880,2.687
3,3880,1.338
2,2574,4.168
3,2574,2.365
2,4768,3.373
3,4768,1.1
2,1526,2.161
3,1526,1.511
2,2314,2.776
3,2314,1.275
2,3470,1.014
3,3470,1.166
2,884,1.056
3,884,1.05
3,5976,1.128
2,3016,1.011
2,4767,1.053
3,4767,1.029
2,787,2.192
3,787,1.28
2,1653,3.191
3,1653,1.194
2,2967,1.991
3,2967,1.186
2,4073,1.492
3,4073,1.858
2,1886,1.328
3,1886,1.257
2,2347,2.489
3,2347,1.568
2,1269,2.849
3,1269,1.915
2,3651,1.696
2,4575,1.941
2,2062,3.107
3,2062,1.251
2,1825,1.227
3,1825,1.21
3,5760,1.275
2,1487,1.043
3,1487,1.136
2,3821,1.04
2,5401,1.025
3,5401,1.034
2,4582,2.168
3,4582,1.389
3,5995,1.018
2,3576,1.362
3,3576,1.249
2,3660,4.848
3,3660,3.83
1,369,1.011
2,369,2.233
3,369,1.026
2,2550,1.103
3,2550,1.036
2,2041,1.082
1,254,1.015
2,254,1.239
3,254,1.102
3,5717,1.025
1,349,1.019
2,349,7.845
2,1293,1.121
3,1293,1.378
2,4444,4.068
3,4444,3.264
2,3064,2.778
3,3064,1.028
2,5402,3.28
3,5402,1.257
2,2308,6.574
3,2308,12.003
2,5557,1.052
2,4216,1.118
2,4510,2.186
3,4510,1.495
1,46,1.035
2,46,2.489
3,46,2.495
2,5386,1.03
3,5386,1.025
2,5353,1.147
3,5353,1.076
2,2874,1.282
3,2874,1.438
3,5874,1.064
2,2612,1.053
3,2612,1.044
2,2201,3.703
3,2201,1.616
2,1705,1.17
3,1705,1.463
2,1475,2.053
3,1475,1.091
3,6352,1.029
2,2679,1.078
3,2679,1.178
2,2717,1.407
3,2717,2.832
2,1163,5.106
3,1163,2.771
1,444,1.013
2,444,1.025
3,444,1.079
1,289,1.015
2,2872,4.029
3,2872,5.866
2,3983,3.473
3,3983,1.119
2,1104,2.228
3,1104,1.858
2,2989,1.05
3,2989,1.198
2,5485,1.019
3,5485,1.056
3,6338,1.024
2,3304,1.065
3,3304,1.032
3,5729,1.186
2,3965,1.099
3,3965,1.217
2,4539,1.048
3,5930,1.188
2,4977,1.01
3,4977,1.023
1,425,1.011
2,425,2.502
3,425,1.093
2,5372,1.013
3,5372,1.047
2,3043,2.606
3,6023,1.092
2,2714,1.039
2,4649,3.382
3,4649,1.58
2,3950,3.51
3,3950,2.884
1,446,1.023
2,446,3.291
3,446,3.021
2,5574,1.786
3,5910,1.011
2,4855,1.775
2,2121,1.15
3,2121,1.514
2,2231,3.152
3,2231,1.08
3,6236,1.04
2,4780,1.018
2,4892,2.901
3,4892,2.118
2,4630,1.805
2,2459,1.425
2,3747,3.192
3,3747,2.541
2,2736,1.869
3,2736,1.036
2,3183,2.071
3,3183,1.05
2,3258,1.104
3,3258,1.208
2,708,3.508
3,708,2.733
2,2960,2.585
3,2960,2.847
1,38,1.023
2,38,3.639
3,38,1.843
2,5113,3.087
3,5113,1.369
1,6,1.077
2,6,1.321
2,2016,2.659
3,6075,1.011
2,2804,2.19
3,2804,1.523
2,3729,3.183
3,3729,1.82
1,222,1.015
2,222,1.903
3,222,1.173
2,2377,2.265
3,2377,1.348
2,3176,2.663
3,3176,1.278
3,5857,1.22
2,3218,2.413
3,3218,1.08
2,4772,2.153
3,4772,1.35
2,3446,2.142
3,3446,1.454
3,6048,1.022
2,2784,3.761
3,2784,3.947
2,3542,1.01
3,3542,1.065
2,1412,1.065
3,1412,1.384
2,1444,3.08
3,1444,1.157
2,2027,1.475
3,2027,1.023
2,3891,1.038
3,3891,1.061
2,1954,3.021
3,1954,1.075
2,4859,1.008
3,4859,1.056
2,3167,1.023
2,2475,2.788
3,2475,5.014
2,809,3.315
3,809,2.202
2,4724,1.106
3,4724,1.092
2,4123,1.091
3,4123,1.214
2,1300,3.276
3,1300,2.163
2,3286,2.791
3,3286,1.05
2,5299,1.946
3,5299,1.179
2,4784,1.038
3,4784,1.022
2,4176,1.023
3,4176,1.028
2,1359,3.78
3,1359,1.075
2,1703,1.166
3,1703,1.439
2,3946,1.269
3,3946,1.042
2,2391,1.341
3,2391,1.203
2,3777,1.049
1,353,1.012
2,353,2.382
3,353,1.832
2,5057,2.504
3,5057,1.025
2,5499,1.043
3,5499,1.123
2,3535,3.398
3,3535,4.821
2,5293,2.046
3,5293,1.216
2,3044,2.13
3,3044,1.013
2,1209,2.125
3,1209,1.832
1,165,1.013
2,165,1.89
3,165,1.229
1,160,1.241
2,160,1.192
3,160,2.106
2,2180,3.426
3,2180,2.055
2,979,5.62
3,979,3.299
2,5094,3.434
3,5094,2.865
2,1656,4.12
3,1656,4.7
2,4106,4.698
3,4106,7.036
2,4065,2.263
3,4065,1.089
1,329,1.014
2,329,1.018
3,329,1.034
2,5503,1.086
3,5503,1.065
2,2070,1.31
3,2070,1.436
1,220,1.013
2,220,1.121
3,220,1.081
2,4273,1.348
3,4273,1.029
2,3236,2.633
2,1215,5.777
3,1215,7.804
2,1026,3.749
3,1026,1.846
2,1889,2.16
3,1889,1.596
3,5740,1.016
2,1103,1.265
3,1103,1.06
2,1896,5.77
3,1896,3.244
2,3293,1.03
3,3293,1.133
2,969,2.082
3,969,1.197
2,1989,3.552
3,1989,1.163
1,571,1.013
2,571,1.104
3,571,1.425
2,4687,2.145
3,4687,1.027
3,5805,1.021
2,2869,1.017
3,2869,1.023
2,4091,1.326
2,2648,2.124
3,2648,1.061
2,4656,1.012
3,4656,1.017
2,3810,1.15
3,3810,2.269
3,6027,1.047
2,2000,1.054
2,4223,2.012
3,4223,2.887
2,3669,5.054
3,3669,4.799
2,1464,3.096
3,1464,1.02
2,4469,2.956
3,4469,2.739
2,4294,1.019
3,4294,1.018
2,3904,2.085
3,3904,1.114
2,1454,1.106
3,1454,1.248
2,1717,4.098
3,1717,1.579
2,2477,2.332
3,2477,2.42
2,2885,2.318
3,2885,2.445
2,5205,1.739
3,5205,1.036
2,3340,2.863
3,3340,2.675
2,2702,1.039
3,2702,1.099
2,935,4.48
3,935,3.747
2,4538,1.029
3,4538,1.024
2,3381,1.706
3,3381,1.036
2,862,1.998
3,862,1.243
2,3279,2.88
3,3279,1.033
2,739,12.519
3,739,12.563
1,632,1.02
2,632,1.389
3,632,3.493
2,2499,1.125
3,2499,1.056
2,2450,2.508
3,2450,1.141
2,1623,2.12
3,1623,1.321
2,2611,1.37
3,2611,1.222
2,2718,5.641
3,2718,7.684
3,5762,1.053
2,4923,3.501
3,4923,2.524
2,2933,1.924
3,2933,1.017
1,133,1.016
2,133,1.71
3,133,1.328
1,284,1.012
2,284,1.013
3,284,1.018
2,2514,1.016
3,2514,1.208
2,4317,1.054
2,2030,1.336
3,6332,1.059
2,2822,1.51
3,2822,3.154
2,4979,1.073
3,4979,1.381
2,4559,1.155
3,4559,1.078
2,1404,2.162
3,1404,1.009
2,4269,1.096
2,3300,1.049
3,3300,1.117
3,6316,1.008
1,554,1.034
2,554,6.512
3,554,4.113
2,1711,4.949
3,1711,2.312
2,3526,1.125
3,3526,1.098
2,5151,3.33
3,5151,1.201
2,2223,1.328
3,2223,1.562
1,120,1.078
2,120,2.904
3,120,3.767
2,1220,3.464
3,1220,1.444
2,886,1.02
3,886,1.171
3,5832,1.026
3,6289,1.009
2,5261,1.816
3,5261,1.12
3,6398,1.063
2,4041,2.342
3,4041,1.026
3,5778,1.058
2,5249,1.026
3,5249,1.055
3,6388,1.019
2,3627,1.985
3,3627,1.017
2,1069,6.657
3,1069,2.073
2,4152,1.936
3,4152,1.693
1,599,1.012
2,599,2.214
3,599,1.667
2,2469,1.901
3,2469,1.149
2,5451,1.121
3,5451,1.447
3,5701,1.15
3,5979,1.131
2,1844,1.627
3,1844,1.505
3,6146,1.046
2,5484,1.145
3,5484,1.731
2,3262,5.218
3,3262,8.404
3,5915,1.03
1,266,1.022
2,266,3.278
3,266,1.598
2,5422,2.065
3,5422,1.045
2,3738,1.064
2,3585,2.681
3,3585,3.005
2,910,3.844
3,910,1.73
2,5524,2.376
3,5524,1.374
2,5342,1.035
3,5342,1.073
2,2326,3.199
3,2326,1.106
2,5195,1.016
3,5195,1.028
2,2590,5.943
3,2590,8.798
2,2221,4.214
3,2221,5.078
2,1345,1.298
3,1345,1.218
2,3054,2.306
3,3054,1.49
2,1901,3.198
3,1901,2.235
2,1322,2.266
3,1322,1.527
2,1176,2.52
3,1176,4.793
2,1275,2.725
3,1275,1.783
2,938,9.583
3,938,11.132
3,5831,1.068
2,1492,2.654
3,1492,1.208
2,4000,1.016
2,1963,2.452
3,1963,1.935
2,2537,2.439
3,2537,1.109
2,1335,3.955
3,1335,2.922
2,1897,2.043
3,1897,1.014
2,3956,2.759
3,3956,1.061
2,783,8.044
3,783,6.336
2,2060,1.969
3,2060,1.612
3,5848,1.014
3,5895,1.059
2,1109,3.169
3,1109,1.868
3,6246,1.025
2,5258,1.035
3,5258,1.201
2,2610,1.515
3,2610,1.141
2,3047,1.949
3,3047,1.152
2,4520,1.43
3,4520,1.969
1,247,1.017
2,247,1.235
3,247,1.05
2,3769,1.015
3,3769,1.105
3,5604,1.117
2,1185,1.041
3,1185,1.114
2,5120,3.79
3,5120,4.006
2,1692,3.781
3,1692,1.204
2,5012,2.545
3,5012,1.392
2,5310,1.85
3,6301,1.018
2,1218,5.473
3,1218,2.293
3,5952,1.043
3,5810,1.099
2,4314,1.841
3,4314,1.012
1,27,1.018
2,27,3.523
3,27,1.815
1,49,1.01
2,49,2.454
3,6390,1.014
2,3094,2.01
3,3094,1.475
2,3439,1.833
2,4642,1.415
3,4642,1.044
2,3079,1.013
3,3079,1.354
2,2169,2.456
3,2169,1.405
2,762,5.889
3,762,1.915
2,5473,2.408
3,5473,1.441
1,129,1.017
2,129,1.891
3,129,1.362
2,2496,1.12
3,2496,1.036
1,408,1.035
2,408,3.169
3,408,3.265
2,2535,2.884
3,2535,1.251
2,1010,8.2
3,1010,5.944
2,4095,1.014
3,4095,1.06
2,5380,2.774
3,5380,1.091
2,4662,1.197
3,4662,1.332
2,2283,2.923
3,2283,1.961
2,1067,1.388
3,1067,1.248
3,5605,1.017
2,5221,2.832
3,5221,1.646
2,3013,2.303
3,3013,1.385
2,4495,2.363
3,4495,1.176
2,4580,1.042
3,4580,1.073
2,2849,2.848
3,2849,1.241
2,3240,2.629
3,3240,1.028
2,4669,1.519
3,4669,1.301
2,5269,1.526
3,5913,1.355
2,2517,1.086
3,2517,1.053
2,1714,2.557
3,1714,2.277
2,2084,4.355
3,2084,3.929
1,637,1.013
2,637,6.614
3,637,9.206
2,2629,1.157
3,2629,1.162
2,1564,1.153
3,1564,1.212
2,3202,1.043
3,3202,1.529
2,3676,5.172
3,3676,4.67
2,903,1.657
3,903,1.486
2,1918,8.813
3,1918,4.875
1,378,1.03
2,378,6.626
3,378,6.594
2,4681,2.356
2,5408,3.064
1,586,1.021
2,586,5.183
3,586,5.094
1,452,1.018
2,452,7.231
3,452,7.825
2,2990,2.624
3,2990,1.663
2,705,5.338
3,705,3.468
2,690,7.907
3,690,12.055
3,5704,1.154
1,374,1.07
2,374,8.551
3,374,6.623
1,663,1.022
2,663,3.954
3,663,4.843
2,2271,2.672
3,2271,2.723
2,1642,2.194
2,5313,1.697
3,5313,1.314
2,2040,1.914
3,2040,1.169
2,2376,3.989
3,2376,1.524
2,5583,2.964
3,5583,1.197
2,1308,2.173
3,1308,1.067
2,5218,1.104
3,5218,1.019
2,4942,1.238
3,4942,1.72
2,4743,1.015
3,4743,1.18
1,337,1.027
2,337,4.004
3,337,4.202
2,5369,1.015
3,5369,1.04
2,2389,1.076
3,2389,1.804
2,4286,1.083
2,4589,2.43
3,4589,1.314
2,1079,3.215
3,1079,1.553
3,6216,1.071
2,5203,2.692
3,5203,1.668
2,2808,2.422
3,2808,4.03
2,5311,2.106
3,5311,1.029
2,2806,1.116
3,2806,1.883
2,3406,1.075
3,3406,1.11
2,1358,13.764
3,1358,24.875
2,3912,2.309
3,5994,1.179
2,848,2.856
3,848,2.124
2,2123,3.046
3,2123,2.669
1,567,1.011
2,567,1.678
3,567,1.872
2,980,3.91
3,980,2.238
2,3593,1.943
3,3593,1.409
3,6034,1.172
2,1728,5.323
3,1728,5.368
2,2290,1.148
3,2290,1.091
2,1612,2.905
3,1612,1.512
2,5084,1.772
2,1309,1.381
3,1309,1.138
2,4645,1.057
3,4645,1.136
2,3139,2.417
3,3139,3.412
2,1105,4.372
3,1105,3.084
2,1537,1.282
3,1537,1.291
1,617,1.011
2,617,5.115
3,617,3.374
3,5950,1.063
2,2378,2.042
3,2378,4.255
2,5243,1.052
3,5243,1.052
2,3885,2.409
3,3885,1.76
2,3008,1.348
3,3008,1.27
2,2664,2.367
3,2664,1.108
2,3403,1.05
1,601,1.023
2,601,1.205
3,601,4.893
2,3844,3.635
3,3844,2.997
2,3742,2.273
3,3742,1.063
2,3257,1.014
3,3257,1.192
2,878,3.085
3,878,1.23
2,3779,2.607
3,3779,1.717
3,6362,1.025
2,2355,2.183
3,2355,1.022
2,1199,7.474
3,1199,6.947
2,2955,1.773
3,2955,1.049
2,4917,1.083
3,4917,1.116
2,1451,1.802
3,1451,1.325
2,2543,2.534
3,2543,1.08
3,6349,1.068
2,2025,1.205
3,2025,1.047
2,1369,2.92
2,4973,2.332
3,4973,1.079
2,2368,3.034
3,2368,1.028
2,2313,3.092
3,2313,1.465
1,93,1.041
2,93,9.84
3,93,13.25
2,2988,1.011
3,2988,1.018
1,198,1.03
2,198,2.501
3,198,1.11
2,2374,1.977
3,2374,1.868
3,5632,1.981
2,698,9.126
3,698,8.028
2,2197,1.757
3,2197,1.303
2,2185,4.338
3,2185,2.292
2,3795,1.62
3,3795,4.276
2,4220,1.6
3,4220,1.94
2,4880,2.01
1,177,1.027
2,3896,1.02
3,3896,1.082
2,2225,2.688
3,2225,1.242
1,88,1.025
2,88,2.28
3,88,1.257
2,5002,2.071
3,5002,1.056
2,4626,1.083
3,4626,1.037
2,3836,1.06
1,597,1.015
2,597,3.769
3,597,2.396
2,1845,2.312
3,1845,1.313
2,2031,6.844
3,2031,4.431
1,236,1.027
2,236,1.172
3,236,1.028
2,1072,2.404
3,1072,1.64
1,615,1.024
2,615,4.065
3,615,3.873
2,2522,1.272
3,2522,1.047
2,2188,1.163
3,2188,1.02
2,4947,1.092
3,4947,1.273
3,6068,1.131
2,2165,2.121
3,2165,3.119
2,804,6.273
3,804,5.145
2,869,2.075
3,869,1.371
2,1634,4.524
3,1634,4.857
2,1796,3.875
3,1796,1.969
2,1031,2.399
3,1031,1.06
2,3397,1.389
3,3397,1.045
2,4280,2.063
3,4280,1.064
2,2332,1.18
3,2332,1.215
3,6350,1.113
2,4459,1.206
3,5597,1.085
2,2519,4.304
3,2519,3.365
2,4706,1.033
3,4706,1.038
2,2277,1.928
3,2277,2.131
2,4191,2.519
3,4191,2.035
2,4737,1.902
2,3484,6.804
3,3484,9.121
3,5916,1.016
2,4895,1.196
2,1731,1.059
3,1731,1.059
2,5595,1.013
3,5595,1.035
2,1338,5.168
3,1338,4.038
2,3363,1.014
2,2291,2.868
3,2291,1.039
2,1719,2.538
3,1719,1.2
2,5125,1.857
1,15,1.045
2,15,1.365
3,15,1.308
2,5044,2.188
3,5044,1.99
2,1306,4.453
3,1306,1.607
3,6326,1.022
1,103,1.098
2,103,11.516
3,103,9.81
2,3078,1.76
3,3078,1.18
2,1145,2.411
1,70,1.013
2,70,1.715
3,70,1.219
2,821,3.537
3,821,5.476
2,3017,1.507
3,3017,1.071
2,4734,1.034
3,4734,1.061
2,1110,5.738
3,1110,7.485
2,1062,2.759
3,1062,3.267
2,5500,2.449
2,5452,1.903
3,6112,1.024
2,1771,4.429
3,1771,2.508
2,1009,5.825
3,1009,2.736
2,2145,1.161
3,2145,1.337
2,2575,2.866
3,2575,2.286
2,3126,2.226
3,3126,1.01
2,3323,5.192
3,3323,5.493
2,5201,2.281
3,5201,1.021
2,2632,1.903
3,2632,2.057
1,4,1.063
2,4,2.126
3,4,2.557
2,1986,2.375
3,1986,2.369
3,5716,1.099
3,6197,1.025
2,5280,6.421
3,5280,12.608
3,5923,1.024
2,1142,4.098
3,1142,7.951
2,2011,1.032
3,2011,1.295
2,4657,2.48
3,4657,2.049
2,1662,1.686
2,4021,4.016
3,4021,2.196
2,1720,2.952
3,1720,2.154
2,736,1.241
3,736,1.31
2,4911,2.043
3,4911,3.985
2,4453,1.04
3,4453,1.022
2,4598,2.533
2,3036,1.589
3,3036,1.514
3,6217,1.073
2,4842,1.433
2,5146,2.372
3,5146,1.209
2,688,3.101
3,688,1.917
2,1114,2.915
3,1114,1.526
2,5144,1.015
2,4493,1.336
3,4493,1.822
2,1406,1.933
3,1406,1.042
2,1517,3.019
3,5990,1.016
2,684,3.053
3,684,1.305
1,660,1.012
2,660,4.224
3,660,2.679
2,4011,2.367
3,4011,1.597
1,132,1.016
2,132,2.234
3,132,1.188
