node_id,layer 1,layer 2,layer 3,Mean
3120,0,1.605,1.015,0.8733333333333334
2368,0,3.034,1.028,1.3539999999999999
1476,0,4.429,2.002,2.143666666666667
1992,0,2.553,1.078,1.2103333333333335
5066,0,1.904,1.027,0.977
1761,0,7.01,3.914,3.6413333333333333
4210,0,1.282,1.305,0.8623333333333333
4490,0,2.979,1.414,1.4643333333333333
2495,0,1.123,1.025,0.7159999999999999
6040,0,0,1.019,0.3396666666666666
91,1.02,5.907,5.847,4.258
3297,0,1.954,1.511,1.155
2742,0,2.587,0,0.8623333333333334
2636,0,1.393,1.225,0.8726666666666668
5117,0,1.112,1.14,0.7506666666666666
5930,0,0,1.188,0.39599999999999996
6173,0,0,1.121,0.37366666666666665
2732,0,3.404,1.808,1.7373333333333332
6227,0,0,1.038,0.34600000000000003
4833,0,2.073,0,0.691
5820,0,0,1.017,0.33899999999999997
4759,0,1.05,1.011,0.6869999999999999
644,1.015,0,0,0.3383333333333333
1729,0,4.285,2.489,2.258
1037,0,2.86,1.964,1.6079999999999999
1358,0,13.764,24.875,12.879666666666665
6064,0,0,1.049,0.3496666666666666
213,1.098,2.249,3.094,2.1470000000000002
3146,0,2.74,1.224,1.3213333333333335
1754,0,3.686,1.158,1.6146666666666665
2176,0,2.463,1.682,1.3816666666666666
5261,0,1.816,1.12,0.9786666666666667
385,1.071,1.092,1.378,1.1803333333333335
3658,0,3.217,5.493,2.9033333333333338
748,0,3.601,1.039,1.5466666666666666
4088,0,1.035,1.502,0.8456666666666667
969,0,2.082,1.197,1.093
5522,0,3.649,2.318,1.989
1330,0,6.179,4.987,3.722
1002,0,6.439,4.431,3.6233333333333335
2480,0,3.332,2.673,2.0016666666666665
5642,0,0,1.084,0.36133333333333334
2227,0,2.667,1.286,1.3176666666666665
3241,0,1.075,1.042,0.7056666666666667
3506,0,1.736,1.055,0.9303333333333333
5938,0,0,1.121,0.37366666666666665
3525,0,1.733,1.122,0.9516666666666668
886,0,1.02,1.171,0.7303333333333333
3886,0,1.397,1.435,0.944
776,0,1.819,0,0.6063333333333333
1264,0,1.073,1.038,0.7036666666666666
2443,0,2.222,1.232,1.1513333333333333
3695,0,2.049,1.224,1.091
6155,0,0,1.036,0.3453333333333333
5895,0,0,1.059,0.353
1105,0,4.372,3.084,2.485333333333333
2901,0,2.9,2.819,1.9063333333333332
619,1.019,2.599,2.38,1.9993333333333334
3259,0,3.505,2.149,1.8846666666666667
5394,0,1.14,1.033,0.7243333333333334
3884,0,2.654,1.122,1.2586666666666666
2308,0,6.574,12.003,6.192333333333333
5486,0,1.963,1.014,0.9923333333333334
1960,0,1.039,1.316,0.785
3958,0,2.034,1.012,1.0153333333333332
3089,0,1.309,1.035,0.7813333333333333
5597,0,0,1.085,0.36166666666666664
542,1.051,3.728,2.371,2.3833333333333333
5426,0,1.015,1.069,0.6946666666666665
5650,0,0,1.024,0.3413333333333333
3646,0,2.636,1.261,1.2990000000000002
3436,0,2.77,2.824,1.8646666666666665
6304,0,0,1.017,0.33899999999999997
4129,0,4.21,2.399,2.203
5949,0,0,1.037,0.3456666666666666
1913,0,2.045,1.288,1.111
3256,0,1.214,1.263,0.8256666666666667
3554,0,1.889,0,0.6296666666666667
5071,0,2.296,1.015,1.1036666666666666
186,1.017,2.613,0,1.21
33,1.013,4.365,3.034,2.804
2569,0,1.885,1.02,0.9683333333333334
6344,0,0,1.056,0.35200000000000004
447,1.014,2.702,1.648,1.788
900,0,4.499,2.952,2.4836666666666667
4690,0,1.013,1.139,0.7173333333333334
2834,0,2.882,1.355,1.4123333333333334
901,0,1.38,1.468,0.9493333333333333
1787,0,3.091,1.822,1.6376666666666668
406,1.025,2.555,1.293,1.6243333333333334
312,1.001,1.262,1.03,1.0976666666666668
232,1.015,1.03,1.031,1.0253333333333332
2384,0,4.299,0,1.433
2086,0,3.257,2.938,2.065
4538,0,1.029,1.024,0.6843333333333333
590,1.014,4.16,5.076,3.4166666666666665
1031,0,2.399,1.06,1.153
3933,0,1.884,1.751,1.2116666666666667
289,1.015,0,0,0.3383333333333333
5376,0,1.017,1.082,0.6996666666666668
2633,0,2.27,1.276,1.1820000000000002
2160,0,2.3,2.738,1.6793333333333333
890,0,1.592,1.073,0.8883333333333333
62,1.026,4.536,3.433,2.998333333333333
2604,0,4.281,1.805,2.0286666666666666
2482,0,1.107,1.212,0.773
5491,0,1.535,0,0.5116666666666666
4036,0,1.039,0,0.3463333333333333
5864,0,0,1.033,0.3443333333333333
5957,0,0,1.12,0.37333333333333335
1763,0,3.091,1.684,1.5916666666666668
6023,0,0,1.092,0.36400000000000005
842,0,1.232,1.239,0.8236666666666667
3019,0,1.013,1.029,0.6806666666666666
3199,0,2.691,1.885,1.5253333333333332
1975,0,1.116,1.133,0.7496666666666667
5918,0,0,1.108,0.36933333333333335
3630,0,1.8,19.103,6.967666666666667
4943,0,1.055,0,0.3516666666666666
3999,0,1.131,1.188,0.773
5012,0,2.545,1.392,1.3123333333333334
103,1.098,11.516,9.81,7.474666666666667
1883,0,5.78,3.616,3.132
840,0,2.669,2.267,1.6453333333333333
4644,0,2.479,0,0.8263333333333334
6062,0,0,1.25,0.4166666666666667
758,0,4.178,2.095,2.0909999999999997
2520,0,2.749,1.148,1.2990000000000002
6235,0,0,1.017,0.33899999999999997
4740,0,1.818,0,0.606
6030,0,0,1.03,0.3433333333333333
5506,0,2.304,0,0.7679999999999999
5116,0,1.059,1.03,0.6963333333333334
2627,0,1.31,1.118,0.8093333333333333
4956,0,2.948,1.535,1.4943333333333333
423,1.015,1.015,1.025,1.0183333333333333
57,1.025,2.282,1.349,1.5519999999999998
2616,0,2.362,1.368,1.2433333333333334
1756,0,1.029,1.075,0.7013333333333334
4806,0,1.358,0,0.4526666666666667
4189,0,1.023,1.013,0.6786666666666665
4327,0,1.178,0,0.39266666666666666
4877,0,1.922,1.881,1.2676666666666667
