id,layer_density,layer_degree_histogram,layer_edge_weight,layer_sombor_index,layer_nodes_weight,layer_k_shell_weight,k_shell_info
29,0.007148083525637418,2.3302752,0.00381,0.803277,0.0327,2.3140979,"[[0], [164, 29, 8, 1], [61, 21, 11, 5, 3, 3, 4, 4, 5, 7, 1]]"
30,0.006627567970709879,2.2732558,0.00391,0.7086273,0.0344,1.6673505,"[[0], [169, 36, 10, 4, 1], [60, 29, 16, 13, 6]]"
31,0.006511665068712049,2.9107143,0.00652,3.3170528,0.0448,1.9057002,"[[0], [197, 31, 3], [89, 34, 11, 6, 5, 4, 2, 1, 1], [36, 14, 6, 5, 3]]"
32,0.006622660828268305,2.8344988,0.00608,1.0908508,0.0429,1.794754,"[[0], [168, 37, 12, 1], [93, 26, 13, 8, 3, 2, 1], [36, 18, 10, 1]]"
33,0.006382997001795486,3.0766046,0.00743,1.3166705,0.0483,2.428232,"[[0], [197, 24, 2], [106, 31, 11, 4], [41, 20, 17, 14, 4, 7, 5]]"
34,0.005630926782482249,2.8605108,0.00728,1.2745806,0.0509,1.8697157,"[[0], [234, 30, 5, 2], [100, 33, 14, 2, 1], [34, 27, 14, 10, 3]]"
35,0.00564084871485251,1.9178886,0.00327,0.7380323,0.0341,1.1808433,"[[0], [198, 41, 13, 4, 3, 3, 1], [53, 17, 5, 3]]"
36,0.007926457483232494,1.6328502,0.00169,0.4778709,0.0207,0.9982628,"[[0], [132, 35, 10, 6, 3, 2, 1, 1, 1], [14, 2]]"
37,0.00743059507999747,1.8650794,0.00235,0.8562638,0.0252,1.0487042,"[[0], [157, 35, 12, 5, 2, 2], [26, 11, 2]]"
38,0.006066120715802244,1.9047619,0.003,0.6657559,0.0315,1.1383836,"[[0], [184, 39, 9, 1], [54, 22, 6]]"
39,0.0052977454251339606,1.6634921,0.00262,0.5190472,0.0315,1.0401646,"[[0], [204, 47, 18, 8, 6, 1, 1, 1, 1, 1, 1, 1], [18, 7]]"
40,0.0057227219457254615,2.0716253,0.00376,0.877902,0.0363,1.4364899,"[[0], [209, 41, 10, 2], [51, 23, 10, 10, 6, 1]]"
41,0.006350004188657116,2.1907514,0.00379,2.0990005,0.0346,1.462351,"[[0], [193, 39, 9, 2, 2, 1], [49, 24, 14, 8, 5]]"
42,0.007217573221757322,1.725,0.00207,0.8075832,0.024,0.9469791,"[[0], [160, 35, 9, 4, 2, 1], [21, 8]]"
43,0.00719207579672696,1.5462963,0.00167,0.564574,0.0216,0.816917,"[[0], [155, 37, 11, 4, 1], [8]]"
44,0.007704537116301822,1.7027027,0.00189,0.6250924,0.0222,0.9709318,"[[0], [145, 35, 6, 4, 2, 1, 1, 1], [21, 6]]"
45,0.006975867269984917,1.8974359,0.00259,0.9520951,0.0273,1.0997557,"[[0], [165, 39, 13, 7, 2, 2, 1], [28, 12, 4]]"
46,0.0066091572660915724,1.8109091,0.00249,0.7755972,0.0275,1.0497066,"[[0], [183, 30, 9, 4, 2, 1], [28, 12, 6]]"
47,0.007410133725923199,2.1118881,0.00302,0.7884449,0.0286,1.3960931,"[[0], [154, 36, 7, 1, 1], [51, 16, 11, 7, 2]]"
48,0.008879278616120721,1.84689,0.00193,0.6029476,0.0209,1.137624,"[[0], [123, 26, 8, 3], [33, 10, 6]]"
49,0.01075565361279647,1.5810811,0.00117,0.6720226,0.0148,0.8624492,"[[0], [108, 22, 2, 1, 1, 1], [9, 4]]"
50,0.008149854924048473,1.7603687,0.00191,0.5981876,0.0217,1.0314648,"[[0], [136, 28, 15, 6, 4, 2, 1], [19, 6]]"
51,1.0,1.0,1e-05,1.4142136,0.0002,0.7071068,"[[0], [2]]"
