layer_id,node_id,degree,k_shell,k_shell_itr,nip,sombor_index,ego_density,ego_degree,ego_k_shell,ego_degree_mean,kss,vote_power,clustering,SIR,weight,layer_density,layer_degree_histogram,layer_edge_weight,layer_sombor_index,layer_nodes_weight,layer_k_shell_weight
27,97,1,1.0,1.0,5.0,2.23606797749979,2.5,-0.5,0.0,5.0,2.0,1.0,0.0,1.014,1.0,0.053156146179401995,2.2325581,0.00048,0.9382347,0.0043,1.4684506
34,97,1,1.0,1.0,34.66839378238342,19.026297590440446,5.631578947368421,-50.5,-53.51254541142574,64.5,2.0,1.0,0.0,1.014,1.0,0.08536585365853659,3.4146341,0.0007,2.5968833,0.0041,1.6471185
37,97,1,1.0,1.0,19.90625,11.04536101718726,6.545454545454545,-33.0,-52.41809886130245,43.0,2.0,1.0,0.0,1.021,1.0,0.05297532656023222,2.754717,0.00073,2.2656783,0.0053,1.5370997
4,65,2,2.0,1.0,22.0,11.074638375981513,3.2,-3.17157287525381,17.088171198744554,24.0,5.656854249492381,1.0,0.0,1.037,1.0,0.04072398190045249,2.0769231,0.00054,1.1865154,0.0052,1.2311134
12,65,4,2.0,2.0,41.91836734693877,31.4193014349878,25.5,-31.0,-4.288067092524344,93.85714285714286,9.697464427701224,3.5,0.1666666666666666,1.066,1.0,0.04637157482685938,3.7560976,0.00154,1.8583009,0.0082,2.1038168
14,65,1,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.019,1.0,0.06386554621848739,2.1714286,0.00038,1.0146173,0.0035,1.6118082
15,65,3,2.0,1.0,35.42206192821957,25.44761203536592,21.2,-21.169872981077805,-115.45192389074325,67.5,4.242640687119286,4.0,0.3333333333333333,1.05,1.0,0.03753501400560224,3.1529412,0.00134,1.6316302,0.0085,2.4581205
21,65,1,1.0,1.0,5.0,2.23606797749979,2.5,-0.5,0.0,5.0,2.0,1.0,0.0,1.016,1.0,0.034482758620689655,2.0,0.00059,0.9730525,0.0059,1.2432976
27,65,3,1.0,2.0,20.363636363636363,13.940328426200669,9.0,5.366025403784438,7.637416414925621,22.5,4.0,3.0,0.0,1.046,1.0,0.053156146179401995,2.2325581,0.00048,0.9382347,0.0043,1.4684506
37,65,1,1.0,1.0,15.0,7.071067811865476,2.571428571428572,-5.5,-2.192388155425117,14.0,2.0,1.0,0.0,1.014,1.0,0.05297532656023222,2.754717,0.00073,2.2656783,0.0053,1.5370997
9,98,2,1.0,2.0,6.0,4.47213595499958,6.0,4.0,20.0,6.0,4.0,3.0,0.0,1.035,1.0,0.03276955602536998,1.4090909,0.00031,0.6770504,0.0044,0.7674203
12,98,1,1.0,1.0,5.0,2.23606797749979,3.5,-1.5,-1.848732213850612,6.0,2.0,1.0,0.0,1.015,1.0,0.04637157482685938,3.7560976,0.00154,1.8583009,0.0082,2.1038168
13,98,1,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.017,1.0,0.0613107822410148,2.6363636,0.00058,1.2499335,0.0044,2.1416231
18,98,1,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.017,1.0,0.04336734693877551,2.0816327,0.00051,0.9455316,0.0049,1.5357293
19,98,1,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.018,1.0,0.05673758865248227,2.6666667,0.00064,1.1658806,0.0048,1.8014872
21,98,1,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.01,1.0,0.034482758620689655,2.0,0.00059,0.9730525,0.0059,1.2432976
23,98,2,1.0,2.0,8.0,5.06449510224598,4.0,4.914213562373095,21.0,7.5,4.0,2.0,0.0,1.026,1.0,0.0496031746031746,3.125,0.001,1.4583378,0.0064,2.4719514
4,64,2,2.0,1.0,38.0,18.44425027842089,3.0625,-8.257359312880713,15.10580543849347,36.5,5.656854249492381,1.0,0.0,1.019,1.0,0.04072398190045249,2.0769231,0.00054,1.1865154,0.0052,1.2311134
7,64,1,1.0,1.0,99.0,49.01020301937138,2.0,-23.0,35.94112549695426,75.0,2.0,1.0,0.0,1.02,1.0,0.04,1.96,0.00049,8.7288933,0.005,0.7212489
8,64,3,3.0,1.0,181.0,89.45434195324788,5.085714285714285,-48.61731409782018,95.6777588886264,138.0,10.392304845413264,1.0,0.0,1.051,1.0,0.12802275960170698,4.7368421,0.0009,4.5479543,0.0038,2.4166998
10,64,3,3.0,1.0,323.0,160.253296428967,5.333333333333333,-99.43078061834689,138.99761293290973,244.5,10.392304845413264,1.0,0.0,1.067,1.0,0.08743169398907104,5.2459016,0.0016,7.3057552,0.0061,2.4762467
12,64,5,4.0,1.0,57.82987157502394,57.18404490811186,10.218750000000002,-27.409830056250527,0.7945365932277326,137.16666666666666,10.666666666666666,1.5,0.5,1.105,1.0,0.04637157482685938,3.7560976,0.00154,1.8583009,0.0082,2.1038168
13,64,1,1.0,1.0,7.857142857142857,4.123105625617661,5.5,-9.0,-27.62050278859912,14.5,2.0,1.0,0.0,1.018,1.0,0.0613107822410148,2.6363636,0.00058,1.2499335,0.0044,2.1416231
14,64,2,1.0,2.0,12.0,6.708203932499369,6.8,-0.2928932188134525,10.767287805804472,14.0,4.0,2.0,0.0,1.037,1.0,0.06386554621848739,2.1714286,0.00038,1.0146173,0.0035,1.6118082
15,64,3,3.0,1.0,77.95738525295175,40.34333745089633,4.485714285714286,-29.571796769724497,21.997190913670472,102.5,10.392304845413264,1.0,0.0,1.046,1.0,0.03753501400560224,3.1529412,0.00134,1.6316302,0.0085,2.4581205
17,64,1,1.0,1.0,7.0,3.1622776601683795,2.0,0.0,3.414213562373095,6.0,2.0,1.0,0.0,1.009,1.0,0.040998217468805706,1.3529412,0.00023,0.6023533,0.0034,0.7384188
18,64,3,1.0,2.0,11.0,9.930106595800748,9.75,6.5,19.06812486922256,13.0,4.0,3.0,0.0,1.043,1.0,0.04336734693877551,2.0816327,0.00051,0.9455316,0.0049,1.5357293
19,64,2,1.0,2.0,10.0,5.841619252963779,9.0,-2.0,5.603669535209464,14.0,4.0,2.0,0.0,1.032,1.0,0.05673758865248227,2.6666667,0.00064,1.1658806,0.0048,1.8014872
20,64,1,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.009,1.0,0.09166666666666666,1.375,0.00011,0.6498733,0.0016,0.8835365
21,64,2,1.0,2.0,24.0,12.43410700468536,5.2727272727272725,-0.4644660940672617,12.37258300203048,23.0,4.0,2.0,0.0,1.027,1.0,0.034482758620689655,2.0,0.00059,0.9730525,0.0059,1.2432976
23,64,5,3.0,1.0,35.561797752808985,39.07173359896171,19.296875,-1.0,-13.09195947864508,65.64285714285714,7.423074889580903,3.25,0.4,1.062,1.0,0.0496031746031746,3.125,0.001,1.4583378,0.0064,2.4719514
24,64,1,1.0,1.0,7.0,3.1622776601683795,2.333333333333333,-1.0,1.7071067811865477,6.5,2.0,1.0,0.0,1.016,1.0,0.07954545454545454,2.5454545,0.00042,1.2031307,0.0033,1.5159037
25,64,1,1.0,1.0,7.0,3.1622776601683795,2.6666666666666665,-1.5,1.5857864376269046,7.0,2.0,1.0,0.0,1.024,1.0,0.1380952380952381,2.7619048,0.00029,1.3512425,0.0021,1.7230526
27,64,1,1.0,1.0,15.0,7.071067811865476,3.0,-7.0,-5.020815280171309,15.5,2.0,1.0,0.0,1.019,1.0,0.053156146179401995,2.2325581,0.00048,0.9382347,0.0043,1.4684506
29,64,4,3.0,1.0,30.69047619047619,27.40737463435724,37.285714285714285,5.0,28.96515657493269,44.0,7.794228634059948,9.0,0.3333333333333333,1.048,1.0,0.07102040816326531,3.48,0.00087,1.4639253,0.005,2.1057627
32,64,2,1.0,2.0,14.0,7.621232784634293,4.333333333333334,2.2071067811865475,20.0,12.5,4.0,2.0,0.0,1.027,1.0,0.04723346828609987,1.7948718,0.00035,0.805429,0.0039,1.1119573
34,64,1,1.0,1.0,35.74866310160428,19.026297590440446,5.105263157894737,-45.0,-46.40038648844792,59.5,2.0,1.0,0.0,1.015,1.0,0.08536585365853659,3.4146341,0.0007,2.5968833,0.0041,1.6471185
37,64,1,1.0,1.0,38.62376237623763,20.024984394500787,4.55,-41.0,-58.14699091803412,57.0,2.0,1.0,0.0,1.017,1.0,0.05297532656023222,2.754717,0.00073,2.2656783,0.0053,1.5370997
12,2,1,1.0,1.0,17.0,8.06225774829855,3.625,-10.5,-20.05376154938264,20.0,2.0,1.0,0.0,1.016,1.0,0.04637157482685938,3.7560976,0.00154,1.8583009,0.0082,2.1038168
15,2,1,1.0,1.0,13.0,6.082762530298219,2.833333333333333,-4.5,0.6322747020395592,13.0,2.0,1.0,0.0,1.01,1.0,0.03753501400560224,3.1529412,0.00134,1.6316302,0.0085,2.4581205
4,44,1,1.0,1.0,17.0,8.06225774829855,3.25,-10.0,-24.35533905932738,18.5,2.0,1.0,0.0,1.016,1.0,0.04072398190045249,2.0769231,0.00054,1.1865154,0.0052,1.2311134
5,44,2,1.0,2.0,46.0,23.33109108722877,4.818181818181818,-5.550252531694165,12.058874503045717,40.5,4.0,2.0,0.0,1.043,1.0,0.03961038961038961,2.1785714,0.00061,2.4199676,0.0056,1.2050357
6,44,2,1.0,2.0,8.0,5.06449510224598,4.666666666666667,5.121320343559643,14.0,8.0,4.0,2.0,0.0,1.03,1.0,0.07905138339920949,1.7391304,0.0002,0.9076983,0.0023,1.078655
7,44,1,1.0,1.0,99.0,49.01020301937138,2.0,-23.0,35.94112549695426,75.0,2.0,1.0,0.0,1.019,1.0,0.04,1.96,0.00049,8.7288933,0.005,0.7212489
10,44,3,3.0,1.0,323.0,160.253296428967,5.333333333333333,-99.43078061834689,138.99761293290973,244.5,10.392304845413264,1.0,0.0,1.074,1.0,0.08743169398907104,5.2459016,0.0016,7.3057552,0.0061,2.4762467
12,44,8,4.0,2.0,115.56991611412803,107.80266138094052,23.320370370370377,59.328427124746185,661.891091808595,176.3,25.6,4.083333333333334,0.25,1.131,1.0,0.04637157482685938,3.7560976,0.00154,1.8583009,0.0082,2.1038168
13,44,3,1.0,2.0,24.307692307692307,16.76486182924731,15.25,-9.5,-44.0498020108668,41.0,4.0,3.0,0.0,1.058,1.0,0.0613107822410148,2.6363636,0.00058,1.2499335,0.0044,2.1416231
15,44,5,3.0,2.0,74.67475805529992,60.63303461792651,14.11373873873874,7.47213595499958,96.58527173538768,114.14285714285714,14.846149779161806,3.145833333333333,0.4,1.065,1.0,0.03753501400560224,3.1529412,0.00134,1.6316302,0.0085,2.4581205
18,44,2,1.0,2.0,23.56521739130435,12.43410700468536,6.363636363636363,-4.878679656440356,-9.332502475337115,26.0,4.0,2.0,0.0,1.043,1.0,0.04336734693877551,2.0816327,0.00051,0.9455316,0.0049,1.5357293
19,44,1,1.0,1.0,15.451612903225806,8.06225774829855,5.125,-17.5,-43.739503312248,26.0,2.0,1.0,0.0,1.017,1.0,0.05673758865248227,2.6666667,0.00064,1.1658806,0.0048,1.8014872
21,44,2,2.0,1.0,28.0,13.80359030264956,2.6923076923076925,-1.0502525316941664,30.9047953117168,27.0,5.656854249492381,1.0,0.0,1.034,1.0,0.034482758620689655,2.0,0.00059,0.9730525,0.0059,1.2432976
22,44,2,1.0,2.0,8.0,5.06449510224598,4.0,4.914213562373095,21.0,7.5,4.0,2.0,0.0,1.041,1.0,0.17777777777777778,1.6,8e-05,1.3664859,0.001,0.9192388
23,44,3,2.0,2.0,26.94703049759229,22.77816723443562,9.441176470588234,-28.133974596215563,-21.31922432306171,66.5,8.485281374238571,1.5,0.3333333333333333,1.043,1.0,0.0496031746031746,3.125,0.001,1.4583378,0.0064,2.4719514
27,44,1,1.0,1.0,7.0,3.1622776601683795,3.0,-2.0,0.8786796564403572,7.5,2.0,1.0,0.0,1.016,1.0,0.053156146179401995,2.2325581,0.00048,0.9382347,0.0043,1.4684506
34,44,3,3.0,1.0,48.745886304305664,45.17897205584205,4.344827586206897,-26.43782217350893,17.22014963402376,87.1,6.235382907247959,1.0,0.6666666666666666,1.045,1.0,0.08536585365853659,3.4146341,0.0007,2.5968833,0.0041,1.6471185
37,44,3,3.0,1.0,51.166740051408986,37.45645456199336,4.076923076923077,-19.53589838486225,29.642037547543204,74.0,7.794228634059948,1.0,0.3333333333333333,1.08,1.0,0.05297532656023222,2.754717,0.00073,2.2656783,0.0053,1.5370997
17,22,1,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.023,1.0,0.040998217468805706,1.3529412,0.00023,0.6023533,0.0034,0.7384188
18,22,1,1.0,1.0,5.0,2.23606797749979,2.0,0.5,2.7071067811865475,4.5,2.0,1.0,0.0,1.015,1.0,0.04336734693877551,2.0816327,0.00051,0.9455316,0.0049,1.5357293
21,22,1,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.019,1.0,0.034482758620689655,2.0,0.00059,0.9730525,0.0059,1.2432976
34,143,1,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.013,1.0,0.08536585365853659,3.4146341,0.0007,2.5968833,0.0041,1.6471185
37,143,1,1.0,1.0,5.0,2.23606797749979,3.5,-1.5,0.575633893074694,6.0,2.0,1.0,0.0,1.017,1.0,0.05297532656023222,2.754717,0.00073,2.2656783,0.0053,1.5370997
4,71,1,1.0,1.0,11.0,5.0990195135927845,8.0,-18.0,-29.59797974644666,24.0,2.0,1.0,0.0,1.017,1.0,0.04072398190045249,2.0769231,0.00054,1.1865154,0.0052,1.2311134
5,71,1,1.0,1.0,10.09090909090909,5.0990195135927845,3.4,-6.0,-16.134431949449105,12.5,2.0,1.0,0.0,1.022,1.0,0.03961038961038961,2.1785714,0.00061,2.4199676,0.0056,1.2050357
6,71,1,1.0,1.0,10.09090909090909,5.0990195135927845,3.4,-6.0,-7.920769365317824,12.5,2.0,1.0,0.0,1.014,1.0,0.07905138339920949,1.7391304,0.0002,0.9076983,0.0023,1.078655
7,71,1,1.0,1.0,99.0,49.01020301937138,2.0,-23.0,35.94112549695426,75.0,2.0,1.0,0.0,1.018,1.0,0.04,1.96,0.00049,8.7288933,0.005,0.7212489
10,71,3,3.0,1.0,323.0,160.253296428967,5.333333333333333,-99.43078061834689,138.99761293290973,244.5,10.392304845413264,1.0,0.0,1.072,1.0,0.08743169398907104,5.2459016,0.0016,7.3057552,0.0061,2.4762467
11,71,1,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.013,1.0,0.3333333333333333,1.0,2e-05,1.4142136,0.0004,0.7071068
12,71,2,2.0,1.0,14.833333333333334,8.990716082598492,9.5,-29.0,-15.61098735561396,45.0,5.656854249492381,1.0,0.0,1.02,1.0,0.04637157482685938,3.7560976,0.00154,1.8583009,0.0082,2.1038168
15,71,2,2.0,1.0,14.857142857142858,8.07768723046357,9.142857142857142,-23.5,-20.932146417457563,38.5,5.656854249492381,1.0,0.0,1.022,1.0,0.03753501400560224,3.1529412,0.00134,1.6316302,0.0085,2.4581205
23,71,1,1.0,1.0,10.09090909090909,5.0990195135927845,8.0,-17.5,-40.775783269835415,24.0,2.0,1.0,0.0,1.017,1.0,0.0496031746031746,3.125,0.001,1.4583378,0.0064,2.4719514
27,71,3,2.0,1.0,19.0,12.21110255092798,14.285714285714286,3.8660254037844384,30.69795395696517,21.0,5.656854249492381,4.0,0.0,1.043,1.0,0.053156146179401995,2.2325581,0.00048,0.9382347,0.0043,1.4684506
37,71,1,1.0,1.0,38.62376237623763,20.024984394500787,4.55,-41.0,-58.14699091803412,57.0,2.0,1.0,0.0,1.016,1.0,0.05297532656023222,2.754717,0.00073,2.2656783,0.0053,1.5370997
1,88,1,1.0,1.0,37.0,18.027756377319943,2.0,-7.5,14.02081528017131,28.5,2.0,1.0,0.0,1.024,1.0,0.10526315789473684,1.8947368,0.00018,4.3232807,0.0019,0.7443229
2,88,1,1.0,1.0,9.0,4.123105625617661,2.5,-2.5,-2.292893218813452,8.5,2.0,1.0,0.0,1.012,1.0,0.0761904761904762,1.5238095,0.00016,0.7297781,0.0021,0.9206065
5,88,1,1.0,1.0,32.735537190082646,16.0312195418814,2.625,-14.0,-31.23940342492866,30.5,2.0,1.0,0.0,1.02,1.0,0.03961038961038961,2.1785714,0.00061,2.4199676,0.0056,1.2050357
7,88,1,1.0,1.0,99.0,49.01020301937138,2.0,-23.0,35.94112549695426,75.0,2.0,1.0,0.0,1.025,1.0,0.04,1.96,0.00049,8.7288933,0.005,0.7212489
9,88,1,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.017,1.0,0.03276955602536998,1.4090909,0.00031,0.6770504,0.0044,0.7674203
10,88,3,3.0,1.0,323.0,160.253296428967,5.333333333333333,-99.43078061834689,138.99761293290973,244.5,10.392304845413264,1.0,0.0,1.096,1.0,0.08743169398907104,5.2459016,0.0016,7.3057552,0.0061,2.4762467
13,88,2,2.0,1.0,13.333333333333332,8.07768723046357,5.285714285714286,-9.292893218813452,-3.3229982406657435,25.0,5.656854249492381,1.0,0.0,1.03,1.0,0.0613107822410148,2.6363636,0.00058,1.2499335,0.0044,2.1416231
19,88,1,1.0,1.0,19.90625,11.04536101718726,5.545454545454545,-28.5,-69.96274645034188,37.5,2.0,1.0,0.0,1.013,1.0,0.05673758865248227,2.6666667,0.00064,1.1658806,0.0048,1.8014872
21,88,1,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.011,1.0,0.034482758620689655,2.0,0.00059,0.9730525,0.0059,1.2432976
29,88,2,2.0,1.0,9.391304347826086,10.108537014026709,5.571428571428571,-10.585786437626904,-28.571425951070008,25.0,2.8284271247461903,1.0,1.0,1.026,1.0,0.07102040816326531,3.48,0.00087,1.4639253,0.005,2.1057627
30,88,2,2.0,1.0,4.0,5.656854249492381,3.0,4.82842712474619,9.02043991050724,6.0,2.8284271247461903,1.0,1.0,1.032,1.0,0.1323529411764706,2.1176471,0.00018,0.9118631,0.0017,1.5364839
37,88,1,1.0,1.0,38.62376237623763,20.024984394500787,4.55,-41.0,-58.14699091803412,57.0,2.0,1.0,0.0,1.018,1.0,0.05297532656023222,2.754717,0.00073,2.2656783,0.0053,1.5370997
4,56,2,2.0,1.0,40.0,19.417583484478456,3.125,-9.257359312880713,14.745025448236936,37.5,5.656854249492381,1.0,0.0,1.034,1.0,0.04072398190045249,2.0769231,0.00054,1.1865154,0.0052,1.2311134
5,56,2,2.0,1.0,66.0,32.27536299722794,2.3666666666666667,-11.550252531694174,48.46750657866564,54.5,5.656854249492381,1.0,0.0,1.038,1.0,0.03961038961038961,2.1785714,0.00061,2.4199676,0.0056,1.2050357
6,56,1,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.02,1.0,0.07905138339920949,1.7391304,0.0002,0.9076983,0.0023,1.078655
7,56,1,1.0,1.0,99.0,49.01020301937138,2.0,-23.0,35.94112549695426,75.0,2.0,1.0,0.0,1.029,1.0,0.04,1.96,0.00049,8.7288933,0.005,0.7212489
8,56,3,3.0,1.0,181.0,89.45434195324788,5.085714285714285,-48.61731409782018,95.6777588886264,138.0,10.392304845413264,1.0,0.0,1.056,1.0,0.12802275960170698,4.7368421,0.0009,4.5479543,0.0038,2.4166998
9,56,1,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.022,1.0,0.03276955602536998,1.4090909,0.00031,0.6770504,0.0044,0.7674203
10,56,3,3.0,1.0,323.0,160.253296428967,5.333333333333333,-99.43078061834689,138.99761293290973,244.5,10.392304845413264,1.0,0.0,1.078,1.0,0.08743169398907104,5.2459016,0.0016,7.3057552,0.0061,2.4762467
12,56,7,4.0,1.0,90.85074700412032,75.68847269780849,22.71296296296296,28.29150262212918,196.9060885035424,147.2826086956522,14.608695652173912,3.6666666666666665,0.0952380952380952,1.12,1.0,0.04637157482685938,3.7560976,0.00154,1.8583009,0.0082,2.1038168
13,56,5,3.0,3.0,33.54589985486212,39.535849424569406,10.214285714285714,12.590169943749476,160.23735669305637,51.75,19.48557158514987,2.1666666666666665,0.6,1.072,1.0,0.0613107822410148,2.6363636,0.00058,1.2499335,0.0044,2.1416231
15,56,6,3.0,3.0,63.30138396086672,50.98206534069626,28.744444444444447,5.724744871391589,471.8249667861375,105.75,29.228357377724805,4.491319444444445,0.0666666666666666,1.089,1.0,0.03753501400560224,3.1529412,0.00134,1.6316302,0.0085,2.4581205
17,56,1,1.0,1.0,7.0,3.1622776601683795,2.0,0.0,3.414213562373095,6.0,2.0,1.0,0.0,1.014,1.0,0.040998217468805706,1.3529412,0.00023,0.6023533,0.0034,0.7384188
18,56,1,1.0,1.0,5.5,3.1622776601683795,4.333333333333333,-4.5,-8.568628367592158,9.5,2.0,1.0,0.0,1.017,1.0,0.04336734693877551,2.0816327,0.00051,0.9455316,0.0049,1.5357293
19,56,5,3.0,2.0,37.523809523809526,35.72512075630631,28.875,9.5,213.81519302753827,56.333333333333336,17.320508075688775,6.0,0.2,1.064,1.0,0.05673758865248227,2.6666667,0.00064,1.1658806,0.0048,1.8014872
20,56,1,1.0,1.0,5.0,2.23606797749979,2.0,0.5,2.7071067811865475,4.5,2.0,1.0,0.0,1.027,1.0,0.09166666666666666,1.375,0.00011,0.6498733,0.0016,0.8835365
21,56,10,2.0,2.0,46.0,101.77816753538664,38.99999999999999,120.0,316.88092488365294,50.0,11.31370849898476,13.5,0.0,1.121,1.0,0.034482758620689655,2.0,0.00059,0.9730525,0.0059,1.2432976
23,56,3,2.0,1.0,38.92232558139535,29.911787142305585,10.952380952380953,-27.901923788646688,-125.82392337374368,74.0,4.242640687119286,2.0,0.3333333333333333,1.033,1.0,0.0496031746031746,3.125,0.001,1.4583378,0.0064,2.4719514
27,56,3,1.0,2.0,15.0,11.32455532033676,10.5,4.5,22.85786437626905,18.0,4.0,3.0,0.0,1.032,1.0,0.053156146179401995,2.2325581,0.00048,0.9382347,0.0043,1.4684506
29,56,7,4.0,1.0,72.06850417961633,79.17406185846434,62.74999999999999,19.968626966596887,85.1742845133944,103.0,12.0,10.458333333333332,0.3333333333333333,1.117,1.0,0.07102040816326531,3.48,0.00087,1.4639253,0.005,2.1057627
30,56,2,2.0,1.0,6.800000000000001,8.07768723046357,3.0,0.2071067811865475,-2.704687997017857,10.5,2.8284271247461903,1.0,1.0,1.023,1.0,0.1323529411764706,2.1176471,0.00018,0.9118631,0.0017,1.5364839
31,56,1,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.017,1.0,0.08791208791208792,1.1428571,8e-05,0.6899125,0.0014,0.7576144
32,56,2,1.0,4.0,19.363636363636363,10.108537014026709,12.0,-1.1715728752538102,40.45232382777954,21.0,8.0,4.0,0.0,1.02,1.0,0.04723346828609987,1.7948718,0.00035,0.805429,0.0039,1.1119573
34,56,3,2.0,2.0,29.66458247634719,28.67188723198064,7.214285714285715,-17.803847577293375,26.239771927029217,65.6,6.788225099390858,1.5,0.6666666666666666,1.044,1.0,0.08536585365853659,3.4146341,0.0007,2.5968833,0.0041,1.6471185
35,56,1,1.0,1.0,7.0,4.123105625617661,4.25,-6.5,-13.953773973901775,12.0,2.0,1.0,0.0,1.014,1.0,0.28888888888888886,2.6,0.00013,1.3975594,0.001,2.2482669
36,56,1,1.0,1.0,5.0,2.23606797749979,3.5,-1.5,0.1715728752538097,6.0,2.0,1.0,0.0,1.012,1.0,0.16666666666666666,2.0,0.00013,1.039768,0.0013,1.1533932
37,56,2,2.0,1.0,43.073170731707314,22.92817836698797,4.666666666666667,-29.75735931288072,-11.396715763872551,63.0,5.656854249492381,1.0,0.0,1.032,1.0,0.05297532656023222,2.754717,0.00073,2.2656783,0.0053,1.5370997
12,135,1,1.0,1.0,14.575757575757576,8.06225774829855,7.875,-28.0,-48.97935024197978,37.0,2.0,1.0,0.0,1.019,1.0,0.04637157482685938,3.7560976,0.00154,1.8583009,0.0082,2.1038168
13,135,1,1.0,1.0,13.782608695652174,7.071067811865476,4.571428571428571,-12.5,-23.981672570037368,21.0,2.0,1.0,0.0,1.012,1.0,0.0613107822410148,2.6363636,0.00058,1.2499335,0.0044,2.1416231
1,43,1,1.0,1.0,37.0,18.027756377319943,2.0,-7.5,14.02081528017131,28.5,2.0,1.0,0.0,1.027,1.0,0.10526315789473684,1.8947368,0.00018,4.3232807,0.0019,0.7443229
2,43,2,1.0,2.0,12.0,6.708203932499369,4.4,2.7071067811865475,17.0,11.0,4.0,2.0,0.0,1.039,1.0,0.0761904761904762,1.5238095,0.00016,0.7297781,0.0021,0.9206065
3,43,1,1.0,1.0,5.0,2.23606797749979,2.0,0.5,2.7071067811865475,4.5,2.0,1.0,0.0,1.016,1.0,0.6666666666666666,1.3333333,2e-05,2.236068,0.0003,0.942809
