layer_id,node_id,degree,k_shell,k_shell_itr,nip,sombor_index,ego_density,ego_degree,ego_k_shell,ego_degree_mean,kss,vote_power,clustering,SIR,weight,layer_density,layer_degree_histogram,layer_edge_weight,layer_sombor_index,layer_nodes_weight,layer_k_shell_weight
12,97,4.0,1.0,3.0,18.0,17.718347206234903,10.714285714285714,17.0,58.0,17.0,6.0,5.0,0.0,1.059,1.0,0.0288220551378446,1.6140351,46.0,3.1229315,57.0,1.1037576
13,97,3.0,2.0,7.0,31.0,16.70820393249937,15.113839285714288,-5.767949192431123,300.3234529339726,42.0,39.59797974644666,3.46875,0.0,1.05,1.0,0.022875816993464,3.0882353,210.0,9.9402391,136.0,5.0391968
16,97,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.014,1.0,0.026255707762557,1.890411,69.0,7.9268402,73.0,1.1101539
21,97,4.0,2.0,2.0,33.310344827586206,26.484659785829667,11.2,10.5,76.87799834883458,42.35714285714285,9.697464427701224,3.0,0.1666666666666666,1.056,1.0,0.0216117216117216,2.247619,118.0,5.2169487,105.0,1.6952302
26,97,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.012,1.0,0.1428571428571428,1.0,4.0,1.4142136,8.0,0.7071068
27,97,3.0,2.0,1.0,20.09090909090909,13.235870242132965,7.777777777777778,3.098076211353315,26.251857176727448,26.5,5.656854249492381,2.0,0.0,1.04,1.0,0.0228070175438596,2.1666667,104.0,4.8403955,96.0,1.4465875
28,97,2.0,1.0,2.0,12.0,6.708203932499369,4.4,2.7071067811865475,19.0,11.0,4.0,2.0,0.0,1.039,1.0,0.0289461781999095,1.9104478,64.0,4.1977792,67.0,1.1694417
30,97,1.0,1.0,1.0,7.0,3.1622776601683795,4.0,-4.0,-3.313708498984761,9.0,2.0,1.0,0.0,1.012,1.0,0.0233690360272638,1.8227848,72.0,3.9201752,79.0,1.1054053
31,97,1.0,1.0,1.0,5.0,2.23606797749979,2.0,0.5,2.7071067811865475,4.5,2.0,1.0,0.0,1.012,1.0,0.0714285714285714,1.4285714,15.0,3.1240719,21.0,0.942809
32,97,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.028,1.0,0.0267131242740998,1.0952381,23.0,1.700076,42.0,0.7744503
33,97,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.014,1.0,0.0402439024390243,1.6097561,33.0,3.2978924,41.0,0.8376547
34,97,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.018,1.0,0.106060606060606,1.1666667,7.0,1.8838447,12.0,0.8249579
36,97,1.0,1.0,1.0,5.0,2.23606797749979,2.0,0.5,2.7071067811865475,4.5,2.0,1.0,0.0,1.01,1.0,0.0523076923076923,1.3076923,17.0,2.120225,26.0,1.0878566
1,65,1.0,1.0,1.0,85.0,42.01190307520001,2.0,-19.5,30.99137802864844,64.5,2.0,1.0,0.0,1.016,1.0,0.0465116279069767,1.9534884,42.0,42.0119031,43.0,0.7235511
2,65,1.0,1.0,1.0,238.8644839857651,119.00420160649792,2.0756302521008405,-66.5,68.45366412061617,184.5,2.0,1.0,0.0,1.033,1.0,0.0170798898071625,2.0495868,124.0,114.3296366,121.0,0.669365
3,65,1.0,1.0,1.0,24.294117647058822,12.041594578792296,3.0,-13.5,-77.07503530320334,25.5,2.0,1.0,0.0,1.016,1.0,0.0231358679634541,2.6837607,157.0,21.0228488,117.0,1.6696646
5,65,2.0,2.0,1.0,464.0,231.03491790787268,3.5538461538461537,-140.08221510015812,180.79115948240644,349.5,5.656854249492381,1.0,0.0,1.104,1.0,0.0271285965942454,3.5267176,231.0,116.4704379,131.0,1.4403491
8,65,2.0,2.0,1.0,366.0,182.0439507371777,3.433962264150943,-108.25988462982195,152.88940873208472,276.0,5.656854249492381,1.0,0.0,1.053,1.0,0.0320931052724387,3.4018692,182.0,91.0194398,107.0,1.3872734
10,65,2.0,2.0,1.0,20.0,9.930106595800748,4.111111111111111,-9.0,-15.26612681664611,26.0,5.656854249492381,1.0,0.0,1.036,1.0,0.0226890756302521,2.7,162.0,8.4237826,120.0,3.0592684
11,65,3.0,2.0,1.0,42.310344827586206,23.41525664609092,19.23809523809524,-17.035898384862247,-11.662545311543226,65.5,5.656854249492381,4.0,0.0,1.049,1.0,0.0283793876026885,2.9230769,152.0,7.7025543,104.0,1.8233398
13,65,2.0,1.0,2.0,10.0,5.841619252963779,8.0,-1.0,0.5441558772842896,13.0,4.0,2.0,0.0,1.019,1.0,0.022875816993464,3.0882353,210.0,9.9402391,136.0,5.0391968
15,65,8.0,1.0,3.0,34.0,65.74798315396255,28.0,76.5,132.0,31.5,6.0,14.0,0.0,1.128,1.0,0.0360046457607433,1.4761905,31.0,4.0773249,42.0,0.8923014
16,65,1.0,1.0,1.0,16.804878048780488,9.055385138137416,4.222222222222222,-16.5,-15.56377634642617,25.0,2.0,1.0,0.0,1.016,1.0,0.026255707762557,1.890411,69.0,7.9268402,73.0,1.1101539
17,65,1.0,1.0,1.0,13.0,6.082762530298219,2.333333333333333,-3.0,1.8284271247461903,11.5,2.0,1.0,0.0,1.017,1.0,0.0370843989769821,2.5217391,87.0,6.5369747,69.0,1.7264651
19,65,1.0,1.0,1.0,17.0,8.06225774829855,2.5,-5.5,-24.464466094067262,15.5,2.0,1.0,0.0,1.015,1.0,0.0224505327245053,1.6164384,59.0,3.8213134,73.0,1.6660598
21,65,2.0,2.0,1.0,9.25,9.930106595800748,3.4285714285714284,-3.085786437626905,-11.274199769075803,17.5,2.8284271247461903,1.0,1.0,1.032,1.0,0.0216117216117216,2.247619,118.0,5.2169487,105.0,1.6952302
23,65,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.011,1.0,0.0288461538461538,1.8461538,60.0,5.6172086,65.0,1.1924933
25,65,1.0,1.0,1.0,11.0,5.0990195135927845,2.2,-2.0,2.121320343559643,9.5,2.0,1.0,0.0,1.017,1.0,0.0185858585858585,1.84,92.0,3.8808711,100.0,1.5486001
28,65,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.018,1.0,0.0289461781999095,1.9104478,64.0,4.1977792,67.0,1.1694417
33,65,1.0,1.0,1.0,7.857142857142857,4.123105625617661,3.5,-5.0,-3.3944186643355607,10.5,2.0,1.0,0.0,1.014,1.0,0.0402439024390243,1.6097561,33.0,3.2978924,41.0,0.8376547
36,65,2.0,1.0,2.0,8.0,5.06449510224598,4.666666666666667,5.121320343559643,14.0,8.0,4.0,2.0,0.0,1.027,1.0,0.0523076923076923,1.3076923,17.0,2.120225,26.0,1.0878566
1,98,1.0,1.0,1.0,85.0,42.01190307520001,2.0,-19.5,30.99137802864844,64.5,2.0,1.0,0.0,1.022,1.0,0.0465116279069767,1.9534884,42.0,42.0119031,43.0,0.7235511
2,98,1.0,1.0,1.0,238.8644839857651,119.00420160649792,2.0756302521008405,-66.5,68.45366412061617,184.5,2.0,1.0,0.0,1.044,1.0,0.0170798898071625,2.0495868,124.0,114.3296366,121.0,0.669365
3,98,1.0,1.0,1.0,30.71698113207547,15.033296378372908,4.733333333333333,-29.0,-17.058593086512786,44.5,2.0,1.0,0.0,1.012,1.0,0.0231358679634541,2.6837607,157.0,21.0228488,117.0,1.6696646
5,98,2.0,2.0,1.0,464.0,231.03491790787268,3.5538461538461537,-140.08221510015812,180.79115948240644,349.5,5.656854249492381,1.0,0.0,1.075,1.0,0.0271285965942454,3.5267176,231.0,116.4704379,131.0,1.4403491
6,98,2.0,2.0,1.0,204.0,101.07937102256172,3.740740740740741,-59.26598128423205,76.34857852784364,154.5,5.656854249492381,1.0,0.0,1.038,1.0,0.068013468013468,3.6727273,101.0,50.6619502,55.0,1.5964072
7,98,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.02,1.0,0.0171929824561403,1.2894737,49.0,2.481457,76.0,0.8652754
8,98,2.0,2.0,1.0,366.0,182.0439507371777,3.433962264150943,-108.25988462982195,152.88940873208472,276.0,5.656854249492381,1.0,0.0,1.054,1.0,0.0320931052724387,3.4018692,182.0,91.0194398,107.0,1.3872734
10,98,4.0,2.0,6.0,52.01546391752577,34.83358007778756,56.55,-12.0,299.1519386226631,84.85714285714286,29.09239328310367,10.875,0.1666666666666666,1.063,1.0,0.0226890756302521,2.7,162.0,8.4237826,120.0,3.0592684
11,98,3.0,2.0,3.0,39.53333333333333,22.58430475124561,8.842105263157896,-16.169872981077802,138.85898270755482,62.5,16.970562748477143,1.75,0.0,1.052,1.0,0.0283793876026885,2.9230769,152.0,7.7025543,104.0,1.8233398
12,98,2.0,2.0,1.0,4.0,5.656854249492381,3.0,4.82842712474619,9.02043991050724,6.0,2.8284271247461903,1.0,1.0,1.02,1.0,0.0288220551378446,1.6140351,46.0,3.1229315,57.0,1.1037576
13,98,3.0,2.0,1.0,27.0,15.70143348751305,12.5,-15.63397459621556,-127.4490165993788,48.0,5.656854249492381,2.0,0.0,1.05,1.0,0.022875816993464,3.0882353,210.0,9.9402391,136.0,5.0391968
19,98,1.0,1.0,1.0,9.0,4.123105625617661,2.5,-2.0,-4.585786437626904,8.5,2.0,1.0,0.0,1.031,1.0,0.0224505327245053,1.6164384,59.0,3.8213134,73.0,1.6660598
21,98,2.0,2.0,1.0,30.86206896551725,15.652475842498529,4.2,-17.585786437626904,-16.079201185736895,42.0,5.656854249492381,1.0,0.0,1.021,1.0,0.0216117216117216,2.247619,118.0,5.2169487,105.0,1.6952302
25,98,1.0,1.0,1.0,7.0,3.1622776601683795,3.0,-2.5,-6.142135623730951,7.5,2.0,1.0,0.0,1.019,1.0,0.0185858585858585,1.84,92.0,3.8808711,100.0,1.5486001
28,98,1.0,1.0,1.0,5.5,3.1622776601683795,4.0,-4.0,-5.627876146504372,9.0,2.0,1.0,0.0,1.013,1.0,0.0289461781999095,1.9104478,64.0,4.1977792,67.0,1.1694417
30,98,3.0,1.0,3.0,15.0,11.010469622751652,12.0,7.732050807568877,41.22474487139159,16.5,6.0,4.0,0.0,1.033,1.0,0.0233690360272638,1.8227848,72.0,3.9201752,79.0,1.1054053
32,98,1.0,1.0,1.0,5.0,2.23606797749979,2.0,0.5,2.7071067811865475,4.5,2.0,1.0,0.0,1.02,1.0,0.0267131242740998,1.0952381,23.0,1.700076,42.0,0.7744503
34,98,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.018,1.0,0.106060606060606,1.1666667,7.0,1.8838447,12.0,0.8249579
35,98,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.013,1.0,0.0207934336525307,1.7674419,76.0,4.0221486,86.0,1.0645301
10,120,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.017,1.0,0.0226890756302521,2.7,162.0,8.4237826,120.0,3.0592684
11,120,1.0,1.0,1.0,12.25,6.082762530298219,5.833333333333334,-15.5,-24.187001628298795,22.0,2.0,1.0,0.0,1.019,1.0,0.0283793876026885,2.9230769,152.0,7.7025543,104.0,1.8233398
13,120,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.014,1.0,0.022875816993464,3.0882353,210.0,9.9402391,136.0,5.0391968
3,198,36.0,2.0,4.0,188.9225228309208,1301.2797552918769,237.0967741935484,1659.0,2422.536622603322,212.88589540412045,22.591557383075752,61.25,0.0015873015873015,1.523,1.0,0.0231358679634541,2.6837607,157.0,21.0228488,117.0,1.6696646
4,198,18.0,2.0,2.0,72.0,325.24673988235304,44.8,327.5,550.0240720292379,68.5,11.31370849898476,16.0,0.0,1.257,1.0,0.0507399577167019,2.1818182,48.0,10.7950261,44.0,1.1621607
5,198,126.0,2.0,2.0,582.0,15877.714182246656,274.67716535433067,15784.5,3653.264471998525,532.5,11.31370849898476,76.0,0.0,2.726,1.0,0.0271285965942454,3.5267176,231.0,116.4704379,131.0,1.4403491
6,198,48.0,2.0,2.0,240.0,2305.9991326971453,100.51020408163266,2253.5,1359.3268127086783,218.5,11.31370849898476,25.0,0.0,1.645,1.0,0.068013468013468,3.6727273,101.0,50.6619502,55.0,1.5964072
7,198,2.0,1.0,2.0,8.0,5.06449510224598,4.0,4.914213562373095,21.0,7.5,4.0,2.0,0.0,1.035,1.0,0.0171929824561403,1.2894737,49.0,2.481457,76.0,0.8652754
8,198,91.0,2.0,2.0,427.0,8282.769024136125,203.53260869565216,8208.769696007084,2626.746435842434,395.5,11.31370849898476,53.5,0.0,2.231,1.0,0.0320931052724387,3.4018692,182.0,91.0194398,107.0,1.3872734
2,64,1.0,1.0,1.0,238.8644839857651,119.00420160649792,2.0756302521008405,-66.5,68.45366412061617,184.5,2.0,1.0,0.0,1.024,1.0,0.0170798898071625,2.0495868,124.0,114.3296366,121.0,0.669365
3,64,1.0,1.0,1.0,72.88589540412045,36.013886210738214,3.1666666666666665,-48.0,-68.58963622785899,76.5,2.0,1.0,0.0,1.023,1.0,0.0231358679634541,2.6837607,157.0,21.0228488,117.0,1.6696646
5,64,2.0,2.0,1.0,464.0,231.03491790787268,3.5538461538461537,-140.08221510015812,180.79115948240644,349.5,5.656854249492381,1.0,0.0,1.055,1.0,0.0271285965942454,3.5267176,231.0,116.4704379,131.0,1.4403491
8,64,2.0,2.0,1.0,366.0,182.0439507371777,3.433962264150943,-108.25988462982195,152.88940873208472,276.0,5.656854249492381,1.0,0.0,1.045,1.0,0.0320931052724387,3.4018692,182.0,91.0194398,107.0,1.3872734
10,64,2.0,1.0,2.0,10.857142857142858,6.708203932499369,11.6,-6.292893218813452,-10.171269451563646,20.0,4.0,2.0,0.0,1.028,1.0,0.0226890756302521,2.7,162.0,8.4237826,120.0,3.0592684
13,64,5.0,2.0,13.0,115.21256038647344,65.78947127383854,241.5930739182692,18.354101966249686,2095.66839656422,142.5,73.53910524340095,58.98046875,0.0,1.072,1.0,0.022875816993464,3.0882353,210.0,9.9402391,136.0,5.0391968
15,64,1.0,1.0,1.0,17.0,8.06225774829855,2.625,-6.5,-0.1715728752538092,16.0,2.0,1.0,0.0,1.013,1.0,0.0360046457607433,1.4761905,31.0,4.0773249,42.0,0.8923014
16,64,1.0,1.0,1.0,25.43373493975904,13.038404810405298,3.3076923076923075,-17.0,-13.084435143629264,29.5,2.0,1.0,0.0,1.019,1.0,0.026255707762557,1.890411,69.0,7.9268402,73.0,1.1101539
19,64,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.015,1.0,0.0224505327245053,1.6164384,59.0,3.8213134,73.0,1.6660598
22,64,1.0,1.0,1.0,30.71698113207547,15.033296378372908,2.8,-16.0,-15.429821189019496,30.0,2.0,1.0,0.0,1.015,1.0,0.0251141552511415,1.8082192,66.0,6.1356525,73.0,1.2274305
25,64,3.0,2.0,2.0,27.0,15.073592581964585,9.545454545454543,4.598076211353315,107.2323406434,28.0,11.31370849898476,3.0,0.0,1.046,1.0,0.0185858585858585,1.84,92.0,3.8808711,100.0,1.5486001
30,64,1.0,1.0,1.0,5.0,2.23606797749979,4.0,-2.0,-1.0,6.5,2.0,1.0,0.0,1.012,1.0,0.0233690360272638,1.8227848,72.0,3.9201752,79.0,1.1054053
33,64,4.0,2.0,1.0,18.877551020408163,19.25209583010962,17.25,15.5,39.45145354826207,21.357142857142858,4.848732213850612,6.0,0.1666666666666666,1.067,1.0,0.0402439024390243,1.6097561,33.0,3.2978924,41.0,0.8376547
13,2,1.0,1.0,1.0,7.0,3.1622776601683795,4.666666666666667,-5.0,-23.112698372208094,10.0,2.0,1.0,0.0,1.011,1.0,0.022875816993464,3.0882353,210.0,9.9402391,136.0,5.0391968
3,172,1.0,1.0,1.0,36.76623376623377,18.027756377319943,2.888888888888889,-21.5,-39.07361876719992,36.5,2.0,1.0,0.0,1.023,1.0,0.0231358679634541,2.6837607,157.0,21.0228488,117.0,1.6696646
5,172,2.0,2.0,1.0,464.0,231.03491790787268,3.5538461538461537,-140.08221510015812,180.79115948240644,349.5,5.656854249492381,1.0,0.0,1.082,1.0,0.0271285965942454,3.5267176,231.0,116.4704379,131.0,1.4403491
7,172,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.015,1.0,0.0171929824561403,1.2894737,49.0,2.481457,76.0,0.8652754
8,172,1.0,1.0,1.0,183.0,91.00549433962765,2.8461538461538463,-121.0,-136.91020894901604,176.5,2.0,1.0,0.0,1.055,1.0,0.0320931052724387,3.4018692,182.0,91.0194398,107.0,1.3872734
10,172,4.0,2.0,3.0,67.8103448275862,38.694887951543535,14.258064516129032,9.0,208.21051866991755,74.0,16.970562748477143,4.25,0.0,1.049,1.0,0.0226890756302521,2.7,162.0,8.4237826,120.0,3.0592684
12,172,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.014,1.0,0.0288220551378446,1.6140351,46.0,3.1229315,57.0,1.1037576
13,172,3.0,2.0,3.0,77.8792270531401,39.9857113690718,18.24324324324324,-14.20577136594006,27.77450091625205,91.0,16.970562748477143,5.0,0.0,1.039,1.0,0.022875816993464,3.0882353,210.0,9.9402391,136.0,5.0391968
17,172,1.0,1.0,1.0,13.0,6.082762530298219,3.0,-5.5,-17.73508611699138,13.5,2.0,1.0,0.0,1.015,1.0,0.0370843989769821,2.5217391,87.0,6.5369747,69.0,1.7264651
19,172,1.0,1.0,1.0,17.0,8.06225774829855,2.5,-5.5,-24.464466094067262,15.5,2.0,1.0,0.0,1.013,1.0,0.0224505327245053,1.6164384,59.0,3.8213134,73.0,1.6660598
21,172,1.0,1.0,1.0,10.09090909090909,5.0990195135927845,4.6000000000000005,-9.0,-12.867110960518158,15.5,2.0,1.0,0.0,1.011,1.0,0.0216117216117216,2.247619,118.0,5.2169487,105.0,1.6952302
19,44,1.0,1.0,1.0,5.0,2.23606797749979,3.5,-1.5,0.0,6.0,2.0,1.0,0.0,1.014,1.0,0.0224505327245053,1.6164384,59.0,3.8213134,73.0,1.6660598
3,202,1.0,1.0,1.0,60.86238532110092,30.01666203960727,2.8,-35.5,-44.62044681129737,58.5,2.0,1.0,0.0,1.011,1.0,0.0231358679634541,2.6837607,157.0,21.0228488,117.0,1.6696646
15,22,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.016,1.0,0.0360046457607433,1.4761905,31.0,4.0773249,42.0,0.8923014
1,187,1.0,1.0,1.0,85.0,42.01190307520001,2.0,-19.5,30.99137802864844,64.5,2.0,1.0,0.0,1.032,1.0,0.0465116279069767,1.9534884,42.0,42.0119031,43.0,0.7235511
2,187,1.0,1.0,1.0,238.8644839857651,119.00420160649792,2.0756302521008405,-66.5,68.45366412061617,184.5,2.0,1.0,0.0,1.035,1.0,0.0170798898071625,2.0495868,124.0,114.3296366,121.0,0.669365
3,187,1.0,1.0,1.0,60.86238532110092,30.01666203960727,2.8,-35.5,-44.62044681129737,58.5,2.0,1.0,0.0,1.02,1.0,0.0231358679634541,2.6837607,157.0,21.0228488,117.0,1.6696646
4,187,1.0,1.0,1.0,21.0,10.04987562112089,2.8,-11.5,-19.234018715767743,20.5,2.0,1.0,0.0,1.013,1.0,0.0507399577167019,2.1818182,48.0,10.7950261,44.0,1.1621607
5,187,2.0,2.0,1.0,464.0,231.03491790787268,3.5538461538461537,-140.08221510015812,180.79115948240644,349.5,5.656854249492381,1.0,0.0,1.072,1.0,0.0271285965942454,3.5267176,231.0,116.4704379,131.0,1.4403491
10,187,1.0,1.0,1.0,5.0,2.23606797749979,4.5,-2.5,-20.864853865045983,7.0,2.0,1.0,0.0,1.013,1.0,0.0226890756302521,2.7,162.0,8.4237826,120.0,3.0592684
11,187,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.018,1.0,0.0283793876026885,2.9230769,152.0,7.7025543,104.0,1.8233398
13,187,4.0,2.0,6.0,34.098901098901095,26.183065978341745,16.268382352941178,5.0,137.1558904122661,51.85714285714285,29.09239328310367,3.6875,0.1666666666666666,1.064,1.0,0.022875816993464,3.0882353,210.0,9.9402391,136.0,5.0391968
16,187,1.0,1.0,1.0,28.397849462365595,14.0356688476182,2.357142857142857,-10.0,-1.0704029398668116,25.0,2.0,1.0,0.0,1.018,1.0,0.026255707762557,1.890411,69.0,7.9268402,73.0,1.1101539
19,187,1.0,1.0,1.0,3.0,1.4142135623730951,2.0,2.0,5.414213562373095,3.0,2.0,1.0,0.0,1.016,1.0,0.0224505327245053,1.6164384,59.0,3.8213134,73.0,1.6660598
21,187,1.0,1.0,1.0,14.363636363636363,7.071067811865476,3.571428571428572,-10.5,-26.70527018704715,17.5,2.0,1.0,0.0,1.012,1.0,0.0216117216117216,2.247619,118.0,5.2169487,105.0,1.6952302
25,187,3.0,1.0,4.0,17.0,11.76782893563237,11.428571428571429,8.0,60.0,16.0,8.0,5.0,0.0,1.047,1.0,0.0185858585858585,1.84,92.0,3.8808711,100.0,1.5486001
27,187,1.0,1.0,1.0,7.0,3.1622776601683795,2.333333333333333,-1.0,0.7071067811865475,6.5,2.0,1.0,0.0,1.023,1.0,0.0228070175438596,2.1666667,104.0,4.8403955,96.0,1.4465875
28,187,3.0,2.0,2.0,16.193181818181817,13.679143857428576,7.875,7.232050807568877,53.01127501175007,18.5,8.485281374238571,3.0,0.3333333333333333,1.04,1.0,0.0289461781999095,1.9104478,64.0,4.1977792,67.0,1.1694417
2,143,1.0,1.0,1.0,238.8644839857651,119.00420160649792,2.0756302521008405,-66.5,68.45366412061617,184.5,2.0,1.0,0.0,1.038,1.0,0.0170798898071625,2.0495868,124.0,114.3296366,121.0,0.669365
3,143,1.0,1.0,1.0,72.88589540412045,36.013886210738214,3.1666666666666665,-48.0,-68.58963622785899,76.5,2.0,1.0,0.0,1.036,1.0,0.0231358679634541,2.6837607,157.0,21.0228488,117.0,1.6696646
5,143,2.0,2.0,1.0,464.0,231.03491790787268,3.5538461538461537,-140.08221510015812,180.79115948240644,349.5,5.656854249492381,1.0,0.0,1.062,1.0,0.0271285965942454,3.5267176,231.0,116.4704379,131.0,1.4403491
7,143,2.0,1.0,2.0,8.0,5.06449510224598,4.0,4.914213562373095,21.0,7.5,4.0,2.0,0.0,1.024,1.0,0.0171929824561403,1.2894737,49.0,2.481457,76.0,0.8652754
8,143,2.0,2.0,1.0,366.0,182.0439507371777,3.433962264150943,-108.25988462982195,152.88940873208472,276.0,5.656854249492381,1.0,0.0,1.065,1.0,0.0320931052724387,3.4018692,182.0,91.0194398,107.0,1.3872734
10,143,7.0,2.0,10.0,96.5008210180624,72.87730560888673,181.2890625,74.8228756555323,1688.4335172308647,112.0,56.56854249492381,46.484375,0.0,1.094,1.0,0.0226890756302521,2.7,162.0,8.4237826,120.0,3.0592684
12,143,2.0,1.0,4.0,14.0,7.3005630797457695,10.666666666666666,2.82842712474619,36.0,14.0,8.0,4.0,0.0,1.029,1.0,0.0288220551378446,1.6140351,46.0,3.1229315,57.0,1.1037576
13,143,5.0,2.0,3.0,89.8792270531401,54.118186690402446,15.134146341463412,32.47213595499958,74.08910205609821,102.0,16.970562748477143,4.25,0.0,1.08,1.0,0.022875816993464,3.0882353,210.0,9.9402391,136.0,5.0391968
16,143,2.0,2.0,1.0,22.119306494269765,22.372490895258792,2.9375,-10.67157287525381,-9.537361844383703,35.5,2.8284271247461903,1.0,1.0,1.036,1.0,0.026255707762557,1.890411,69.0,7.9268402,73.0,1.1101539
17,143,2.0,2.0,1.0,15.33918128654971,17.478148916466086,4.6,-15.085786437626906,-78.9549952747529,32.5,2.8284271247461903,1.0,1.0,1.033,1.0,0.0370843989769821,2.5217391,87.0,6.5369747,69.0,1.7264651
22,143,1.0,1.0,1.0,30.71698113207547,15.033296378372908,2.8,-16.0,-15.429821189019496,30.0,2.0,1.0,0.0,1.016,1.0,0.0251141552511415,1.8082192,66.0,6.1356525,73.0,1.2274305
25,143,4.0,2.0,1.0,34.0,22.558498698359987,12.666666666666666,17.5,53.81065232917326,32.5,5.656854249492381,5.0,0.0,1.055,1.0,0.0185858585858585,1.84,92.0,3.8808711,100.0,1.5486001
27,143,4.0,2.0,2.0,24.0,19.47050177304967,10.15,15.5,128.8284090528064,25.5,11.31370849898476,3.5,0.0,1.057,1.0,0.0228070175438596,2.1666667,104.0,4.8403955,96.0,1.4465875
30,143,4.0,2.0,1.0,24.0,19.07326211449112,40.5,18.5,48.0174936839249,24.5,5.656854249492381,15.0,0.0,1.063,1.0,0.0233690360272638,1.8227848,72.0,3.9201752,79.0,1.1054053
